title,studio,lifetime_gross,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,releaseYear,releaseMonth,primaryTitle,numVotes,directors,category,primaryName,runtimeMinutes
First Reformed,A24,3448256,movie,61160,10,1,7.1,r,1,4.0,first reformed (2017),drama|thriller,2018,6,First Reformed,61067,nm0001707,actor,Ethan Hawke,113
Red Corner,MGM,22459274,movie,18063,10,1,6.3,r,3,3.67,red corner (1997),crime|thriller,1997,10,Red Corner,18044,nm0000816,actor,Richard Gere,122
Freedomland,SonR,12512886,movie,17020,10,1,5.2,r,1,2.0,freedomland (2006),crime|drama,2006,2,Freedomland,17004,nm0005387,actress,Julianne Moore,113
The Imitation Game,Wein.,91125683,movie,807802,10,1,8.0,pg-13,50,4.02,the imitation game (2014),drama|thriller|war,2014,12,The Imitation Game,806721,nm0878763,actor,Benedict Cumberbatch,114
Barcelona,FL,7266973,movie,6528,10,1,7.0,pg-13,13,3.69,barcelona (1994),comedy|romance,1994,7,Barcelona,6524,nm0001775,actor,Taylor Nichols,101
Scary Movie 3,Dim.,110003217,movie,155553,10,1,5.5,pg-13,20,2.28,scary movie 3 (2003),comedy|horror,2003,10,Scary Movie 3,155203,nm0001878,actress,Anna Faris,84
First Snow,YFG,214864,"","","","","","",2,3.25,first snow (2006),drama|thriller,"","",First Snow,8449,nm1318843,actor,Guy Pearce,101
The Official Story,ALM,29426,movie,10553,10,1,7.7,not rated,1,4.0,official story  the (la historia oficial) (1985),drama,1985,11,The Official Story,10538,nm0699933,actress,Norma Aleandro,112
Black Hawk Down,SonR,108638745,movie,415695,10,1,7.7,r,50,3.81,black hawk down (2001),action|drama|war,2002,1,Black Hawk Down,415052,nm0000631,actor,Josh Hartnett,144
Owning Mahowny,SPC,1011871,movie,13991,10,1,7.0,r,4,3.5,owning mahowny (2003),crime|drama|thriller,2003,9,Owning Mahowny,13959,nm0477193,actor,Philip Seymour Hoffman,104
Dogman,Magn.,148225,movie,28787,10,1,7.2,not rated,1,3.5,dogman (2018),crime|drama,2019,4,Dogman,28739,nm0308520,actor,Marcello Fonte,103
Bebe's Kids,Par.,8442162,movie,5435,10,1,5.8,pg-13,1,1.0,bebe's kids (1992),animation|children|comedy,1992,7,Bebe's Kids,5428,"nm0807563,nm6547823",actor,Faizon Love,70
Vantage Point,Sony,72266306,movie,153090,10,1,6.6,pg-13,6,3.42,vantage point (2008),action|drama|thriller,2008,2,Vantage Point,153055,nm0871428,actor,Dennis Quaid,90
Rango,Par.,123477607,movie,286688,10,1,7.2,pg,17,3.62,rango (2011),action|adventure|animation|children|comedy|western,2011,3,Rango,286191,nm0893659,actor,Johnny Depp,107
The Patriot,Sony,113330342,"","","","","","",1,3.5,patriot  the (1998),action|thriller,"","",The Patriot,13120,nm0005871,actor,Steven Seagal,90
Into the Wild,ParV,18354356,movie,646567,10,1,8.1,r,41,3.9,into the wild (2007),action|adventure|drama,2007,10,Into the Wild,645803,nm0000576,actor,Emile Hirsch,148
Casino Jack,ATO,1042959,movie,17569,10,1,6.2,r,2,4.0,casino jack (2010),comedy|crime,2011,1,Casino Jack,17560,nm0382584,actor,Kevin Spacey,108
The Poseidon Adventure,Fox,84563118,movie,48153,10,1,7.1,pg,21,3.1,poseidon adventure  the (1972),action|adventure|drama,1972,12,The Poseidon Adventure,48113,nm0623768,actor,Gene Hackman,117
Primary Colors,Uni.,39001187,movie,29798,10,1,6.7,r,11,3.5,primary colors (1998),comedy|drama,1998,3,Primary Colors,29786,nm0001566,actor,John Travolta,143
Striptease,Sony,33109743,movie,47398,10,1,4.5,r,41,2.41,striptease (1996),comedy|crime,1996,6,Striptease,47346,nm0000921,actress,Demi Moore,115
The Loss of Sexual Innocence,Sony,164022,"","","","","","",2,2.25,loss of sexual innocence  the (1999),drama|fantasy,"","",The Loss of Sexual Innocence,3357,nm0001214,actor,Julian Sands,106
The Holiday,Sony,63224849,movie,306223,10,1,6.9,pg-13,24,3.21,holiday  the (2006),comedy|romance,2006,12,The Holiday,305587,nm0583600,actress,Kate Winslet,136
Focus,ParC,645418,movie,267793,10,1,6.6,r,10,3.25,focus (2015),comedy|crime|drama|romance,2015,2,Focus,267153,"nm0275629,nm0720135",actor,Will Smith,105
Sergeant York,WB,16361885,movie,19442,10,1,7.7,passed,3,3.83,sergeant york (1941),drama|war,1941,9,Sergeant York,19423,nm0001328,actor,Gary Cooper,134
Alien,Fox,80931801,movie,926887,10,1,8.5,r,146,3.97,alien (1979),horror|sci-fi,1979,6,Alien,925294,nm0000631,actress,Sigourney Weaver,117
Last Exit to Brooklyn,Cinc,1730005,movie,6759,10,1,6.8,r,1,4.0,last exit to brooklyn (1989),drama,1990,5,Last Exit to Brooklyn,6745,nm0248942,actress,Jennifer Jason Leigh,102
Windtalkers,MGM,40914068,movie,72458,10,1,6.1,r,8,2.88,windtalkers (2002),action|drama|war,2002,6,Windtalkers,72348,nm0000247,actor,Nicolas Cage,134
The Ladykillers,BV,39799191,movie,107896,10,1,6.2,r,14,2.57,ladykillers  the (2004),comedy|crime,2004,3,The Ladykillers,107799,"nm0001053,nm0001054",actor,Tom Hanks,104
Across the Universe,SonR,24602291,movie,113349,10,1,7.3,pg-13,11,4.05,across the universe (2007),drama|fantasy|musical|romance,2007,10,Across the Universe,113282,nm0853380,actress,Evan Rachel Wood,133
The Green Inferno,BH Tilt,7192291,movie,48001,10,1,5.3,r,1,3.5,the green inferno (2014),horror|thriller,2015,9,The Green Inferno,47903,nm0744834,actress,Lorenza Izzo,100
Search Party,FCW,4571,movie,8193,10,1,5.6,r,2,2.25,search party (2014),comedy,2016,5,Search Party,8188,nm0035905,actor,Adam Pally,93
Underworld: Blood Wars,SGem,30353973,movie,79715,10,1,5.7,r,1,3.0,underworld: blood wars (2016),action|horror,2017,1,Underworld: Blood Wars,79631,nm0283816,actress,Kate Beckinsale,91
Better Than Chocolate,Trim.,2015406,"","","","","","",1,3.0,better than chocolate (1999),comedy|romance,"","",Better Than Chocolate,8656,nm0923768,actress,Wendy Crewson,101
Moonlight Mile,BV,6835856,movie,14539,10,1,6.6,pg-13,3,3.5,moonlight mile (2002),drama|romance,2002,10,Moonlight Mile,14527,nm0797869,actor,Jake Gyllenhaal,117
Apollo 13,Uni.,173837933,movie,308944,10,1,7.7,pg,201,3.85,apollo 13 (1995),adventure|drama|imax,1995,6,Apollo 13,308552,nm0000165,actor,Tom Hanks,140
Rocky II,UA,85182160,movie,226554,10,1,7.3,pg,26,3.19,rocky ii (1979),action|drama,1979,6,Rocky II,226110,nm0000230,actor,Sylvester Stallone,119
Dead Man,Mira.,1037847,"","","","","","",15,3.97,dead man (1995),drama|mystery|western,"","",Dead Man,101500,nm0000464,actor,Johnny Depp,121
Fido,RAtt.,304533,movie,29913,10,1,6.7,r,7,3.29,fido (2006),comedy|horror|thriller,2007,3,Fido,29895,nm0192933,actor,Kesun Loder,93
V/H/S,Magn.,100345,movie,67011,10,1,5.8,r,2,2.75,v/h/s (2012),horror|thriller,2012,9,V/H/S,66864,"nm2366012,nm1410159,nm2419470,nm2301412,nm1137264,nm4761826,nm1846132,nm2318753,nm1488800,nm1417392",actor,Calvin Lee Reeder,116
47 Ronin,Uni.,38362475,movie,168439,10,1,6.2,pg-13,7,2.64,47 ronin (2013),action|adventure|fantasy,2013,12,47 Ronin,168292,nm0727754,actor,Keanu Reeves,128
Muppet Treasure Island,BV,34327391,movie,25880,10,1,6.9,g,26,3.33,muppet treasure island (1996),adventure|children|comedy|musical,1996,2,Muppet Treasure Island,25821,"nm0005008,nm0485298",actor,Tim Curry,99
Paper Towns,Fox,32000304,movie,106808,10,1,6.2,pg-13,2,2.0,paper towns (2015),drama|mystery|romance,2015,7,Paper Towns,106718,nm1500577,actor,Nat Wolff,109
Breathe,FM,42297,movie,7717,10,1,7.0,not rated,1,1.0,breathe (2014),drama,2015,9,Breathe,7703,nm0491259,actress,Joséphine Japy,91
No Mercy,TriS,12303904,movie,8212,10,1,5.7,r,2,2.0,no mercy (1986),action|crime|thriller,1986,12,No Mercy,8190,nm0669004,actor,Richard Gere,106
French Kiss,Fox,38896854,movie,52193,10,1,6.6,pg-13,45,3.48,french kiss (1995),action|comedy|romance,1995,5,French Kiss,52136,nm0001410,actress,Meg Ryan,111
Real Steel,BV,85468508,movie,348380,10,1,7.1,pg-13,6,3.0,real steel (2011),action|drama|sci-fi|imax,2011,10,Real Steel,347925,nm0506613,actor,Hugh Jackman,127
Carnage,Wells,60158,movie,131345,10,1,7.1,r,4,4.0,carnage (2011),comedy|drama,2011,11,Carnage,131236,nm0000591,actress,Jodie Foster,80
Shooting Fish,FoxS,375261,"","","","","","",5,4.1,shooting fish (1997),comedy|romance,"","",Shooting Fish,7795,nm0777447,actor,Dan Futterman,109
North Dallas Forty,Par.,26079312,movie,5854,10,1,6.9,r,5,3.0,north dallas forty (1979),comedy|drama,1979,8,North Dallas Forty,5848,nm0467646,actor,Nick Nolte,119
Harlem Nights,Par.,60864870,"","","","","","",3,3.0,harlem nights (1989),comedy|crime|romance,"","",Harlem Nights,24203,nm0000552,actor,Eddie Murphy,116
Hatchet,Anch.,175281,movie,33040,10,1,5.6,r,1,4.0,hatchet (2006),comedy|horror,2010,4,Hatchet,32983,nm1697112,actor,Kane Hodder,93
Hot Dog... The Movie,MGM,20307325,movie,3755,10,1,5.0,r,1,2.0,hot dog... the movie (1984),comedy,1984,1,Hot Dog... The Movie,3740,nm0548533,actor,David Naughton,96
Forever Young,WB,55956187,movie,49336,10,1,6.3,pg,27,2.85,forever young (1992),drama|romance|sci-fi,1992,12,Forever Young,49292,nm0591171,actor,Mel Gibson,102
Harrison's Flowers,Uni.,1871025,movie,6647,10,1,7.0,r,1,3.0,harrison's flowers (2000),drama,2002,3,Harrison's Flowers,6643,nm0159402,actress,Andie MacDowell,130
Lion,Wein.,51738905,movie,246551,10,1,8.0,pg-13,1,4.5,lion (2016),drama,2017,1,Lion,246292,nm0204628,actor,Dev Patel,118
Insidious: The Last Key,Uni.,67745330,movie,69568,10,1,5.7,pg-13,1,3.5,insidious: the last key (2018),horror|mystery|thriller,2018,1,Insidious: The Last Key,69324,nm0733263,actress,Lin Shaye,103
"Roman J. Israel, Esq.",Sony,11962778,movie,41973,10,1,6.5,pg-13,1,1.5,roman j. israel  esq. (2017),drama|thriller,2017,11,"Roman J. Israel, Esq.",41843,nm0319659,actor,Denzel Washington,122
The Good Son,Fox,44789789,movie,44692,10,1,6.4,r,1,1.5,good son  the (1993),drama|thriller,1993,9,The Good Son,44577,nm0747849,actor,Macaulay Culkin,87
The Tigger Movie,BV,45554533,"","","","","","",3,3.17,tigger movie  the (2000),animation|children,"","",The Tigger Movie,19978,nm0266255,actor,Jim Cummings,77
P.S.,NM,180503,movie,6484,10,1,6.1,r,2,4.25,p.s. (2004),comedy|drama|fantasy|romance,2005,2,P.S.,6483,nm1071898,actress,Laura Linney,97
Something New,Focus,11468568,movie,14312,10,1,6.6,pg-13,1,4.5,something new (2006),comedy|drama|romance,2006,2,Something New,14307,nm1065402,actress,Sanaa Lathan,99
Get Out,Uni.,176040665,movie,669688,10,1,7.8,r,15,3.63,get out (2017),horror,2017,2,Get Out,667183,nm1443502,actor,Daniel Kaluuya,104
Hot Shots!,Fox,69467617,movie,114424,10,1,6.7,pg-13,15,3.13,hot shots! (1991),action|comedy|romance|war,1991,7,Hot Shots!,114271,nm0000720,actor,Charlie Sheen,84
Shakes the Clown,IRS,115103,movie,5527,10,1,5.6,r,3,2.33,shakes the clown (1992),comedy,1992,3,Shakes the Clown,5524,nm0001281,actor,Bobcat Goldthwait,87
Pitch Black,USA,39240659,movie,250141,10,1,7.0,r,39,3.56,pitch black (2000),horror|sci-fi|thriller,2000,2,Pitch Black,249971,nm0878638,actress,Radha Mitchell,109
Pearl Harbor,BV,198542554,movie,346696,10,1,6.2,pg-13,43,2.97,pearl harbor (2001),action|drama|romance|war,2001,5,Pearl Harbor,346337,nm0000881,actor,Ben Affleck,183
K-19: The Widowmaker,Par.,35168966,movie,66280,10,1,6.7,pg-13,6,3.5,k-19: the widowmaker (2002),action|adventure|drama|thriller,2002,7,K-19: The Widowmaker,66222,nm0000941,actor,Harrison Ford,138
The Real McCoy,Uni.,6484246,"","","","","","",1,4.0,real mccoy  the (1993),action|crime|drama|thriller,"","",The Real McCoy,9500,nm0611683,actress,Kim Basinger,105
Freedom Writers,Par.,36605602,movie,83500,10,1,7.6,pg-13,4,3.75,freedom writers (2007),drama,2007,1,Freedom Writers,83361,nm0481418,actress,Hilary Swank,123
Bug,LGF,7025810,movie,37260,10,1,6.1,r,4,2.88,bug (2007),drama|horror|thriller,2007,5,Bug,37197,nm0001243,actress,Ashley Judd,102
Cradle Will Rock,BV,2903404,movie,9455,10,1,6.8,r,3,3.17,cradle will rock (1999),drama,2000,1,Cradle Will Rock,9452,nm0000209,actor,Hank Azaria,132
Vanity Fair,Focus,16136476,movie,23329,10,1,6.2,pg-13,3,3.5,vanity fair (2004),drama|romance,2004,9,Vanity Fair,23310,nm0619762,actress,Reese Witherspoon,141
Eddie the Eagle,Fox,15789389,movie,98528,10,1,7.3,pg-13,3,2.83,eddie the eagle (2016),comedy,2016,2,Eddie the Eagle,98385,nm0002077,actor,Taron Egerton,106
The Fly,Fox,40456565,movie,25117,10,1,7.1,not rated,13,3.38,fly  the (1958),horror|mystery|sci-fi,1958,7,The Fly,25060,nm0627087,actor,David Hedison,94
Imagine That,Par.,16123323,movie,15616,10,1,5.6,pg,1,4.0,imagine that (2009),comedy|drama|fantasy,2009,6,Imagine That,15613,nm0456732,actor,Eddie Murphy,107
Phantom Thread,Focus,21198205,movie,141598,10,1,7.4,r,1,3.5,phantom thread (2017),drama|romance,2018,1,Phantom Thread,141344,nm0000759,actress,Vicky Krieps,130
Casper,Uni.,100328194,movie,144734,10,1,6.2,pg,62,2.81,casper (1995),adventure|children,1995,5,Casper,144239,nm0797869,actor,Bill Pullman,100
Matilda,Sony,33459416,movie,169402,10,1,7.0,pg,33,3.27,matilda (1996),children|comedy|fantasy,1996,8,Matilda,168963,nm0000362,actor,Danny DeVito,98
Nerve,LGF,38583626,movie,138138,10,1,6.5,pg-13,4,2.63,nerve (2016),drama|thriller,2016,7,Nerve,137951,"nm1160962,nm1413364",actress,Emma Roberts,96
Lifeforce,TriS,11603545,movie,28589,10,1,6.1,r,5,2.5,lifeforce (1985),horror|sci-fi,1985,6,Lifeforce,28515,nm0001361,actor,Steve Railsback,101
Spanking the Monkey,FL,1359736,movie,6657,10,1,6.3,unrated,4,3.25,spanking the monkey (1994),comedy|drama,1994,7,Spanking the Monkey,6650,nm0751102,actor,Jeremy Davies,100
Digimon: The Movie,Fox,9631153,"","","","","","",1,3.0,digimon: the movie (2000),adventure|animation|children,"","",Digimon: The Movie,7799,"nm0118176,nm0396074,nm0632383,nm0945674",actress,Lara Jill Miller,82
Poseidon,WB,60674817,movie,108893,10,1,5.7,pg-13,4,2.88,poseidon (2006),action|adventure|thriller|imax,2006,5,Poseidon,108802,nm0000583,actor,Richard Dreyfuss,98
Pixels,Sony,78747585,movie,155038,10,1,5.6,pg-13,6,2.58,pixels (2015),action|comedy|sci-fi,2015,7,Pixels,154771,nm0001060,actor,Adam Sandler,105
No Holds Barred,NL,16093651,movie,6831,10,1,4.4,pg-13,1,1.0,no holds barred (1989),action,1989,6,No Holds Barred,6817,nm0942869,actor,Hulk Hogan,93
Punisher: War Zone,LGF,8050977,movie,66325,10,1,5.9,r,6,3.0,punisher: war zone (2008),action|crime|drama|thriller,2008,12,Punisher: War Zone,66251,nm0591994,actor,Ray Stevenson,103
Class,Orion,21667789,movie,11713,10,1,6.0,r,4,3.5,class (1983),comedy,1983,7,Class,11695,nm0137573,actress,Jacqueline Bisset,98
Wings of Honneamise,Tara,55572,movie,5622,10,1,7.2,unrated,2,3.75,wings of honneamise (ôritsu uchûgun oneamisu no tsubasa) (1987),animation|drama|sci-fi|war,1995,3,Wings of Honneamise,5609,nm0945293,actor,Leo Morimoto,121
Twilight,Sum.,192769854,movie,13868,10,1,6.2,r,3,2.33,twilight (1998),crime|drama|thriller,1998,3,Twilight,13853,nm0000914,actor,Paul Newman,94
Return to Me,MGM,32722798,movie,22233,10,1,6.9,pg,8,3.56,return to me (2000),drama|romance,2000,4,Return to Me,22199,nm0001372,actor,David Duchovny,115
Race,UTV,1367024,"","","","","","",1,1.5,race (2016),drama,"","",Race,40050,nm0394280,actor,Stephan James,134
Bernie,MNE,9206470,movie,3957,10,1,7.1,"",2,1.75,bernie (1996),comedy|drama,1996,11,Bernie,3950,nm0243355,actress,Claude Perron,87
Autumn Spring,First,96269,movie,1833,10,1,7.4,pg-13,1,3.5,autumn spring (babí léto) (2001),comedy|drama,2001,9,Autumn Spring,1833,nm0584630,actor,Vlastimil Brodský,100
Gozu,Path.,58202,movie,12586,10,1,6.9,r,2,4.75,gozu (gokudô kyôfu dai-gekijô: gozu) (2003),comedy|crime|drama|horror|mystery,2004,7,Gozu,12572,nm0586281,actor,Yûta Sone,130
Tetro,AZoe.,518522,movie,13511,10,1,6.8,r,1,4.5,tetro (2009),drama|mystery,2009,6,Tetro,13498,nm0000338,actor,Vincent Gallo,127
At Middleton,Anch.,53837,movie,9006,10,1,6.5,r,1,1.5,at middleton (2013),comedy|romance,2013,9,At Middleton,8992,nm2666268,actor,Andy Garcia,99
Zelary,SPC,330033,movie,3704,10,1,7.5,r,1,4.0,zelary (2003),drama|romance,2003,9,Zelary,3700,nm0873400,actress,Anna Geislerová,150
Superman III,WB,59950623,movie,73580,10,1,5.0,pg,22,2.25,superman iii (1983),action|adventure|sci-fi,1983,6,Superman III,73521,nm0504513,actor,Christopher Reeve,125
Sixteen Candles,Uni.,23686027,"","","","","","",49,3.6,sixteen candles (1984),comedy|romance,"","",Sixteen Candles,122930,nm0000455,actress,Molly Ringwald,93
My Boyfriend's Back,BV,3335984,movie,4922,10,1,5.4,pg-13,2,1.5,my boyfriend's back (1993),comedy,1993,8,My Boyfriend's Back,4918,nm0000837,actor,Andrew Lowery,85
The Fountain,WB,10144010,movie,246357,10,1,7.2,pg-13,14,3.5,fountain  the (2006),drama|fantasy|romance,2006,11,The Fountain,246181,nm0004716,actor,Hugh Jackman,97
My Best Friend's Girl,LGF,19219250,movie,45794,10,1,5.8,r,3,4.0,my best friend's girl (2008),comedy|romance,2008,9,My Best Friend's Girl,45764,nm0222043,actress,Kate Hudson,101
Touch,MGM,387069,movie,2659,10,1,5.6,r,1,4.0,touch (1997),drama|fantasy|romance,1997,2,Touch,2656,nm0001707,actress,Bridget Fonda,96
The Luzhin Defence,SPC,1053070,movie,4641,10,1,6.8,pg-13,4,3.5,luzhin defence  the (2000),drama|romance,2000,9,The Luzhin Defence,4636,nm0331296,actor,John Turturro,109
The Jacket,WIP,6303762,movie,117928,10,1,7.1,r,8,3.0,jacket  the (2005),drama|mystery|sci-fi|thriller,2005,3,The Jacket,117836,nm0562266,actor,Adrien Brody,103
Thirteen Days,NL,34592089,"","","","","","",13,3.92,thirteen days (2000),drama|thriller|war,"","",Thirteen Days,61678,nm0002044,actor,Kevin Costner,145
Last Life in the Universe,Palm,32014,movie,11468,10,1,7.5,r,3,4.17,last life in the universe (ruang rak noi nid mahasan) (2003),drama|romance,2003,8,Last Life in the Universe,11463,nm0711579,actor,Tadanobu Asano,112
The Man in the Moon,MGM,2853801,movie,17956,10,1,7.3,pg-13,2,4.0,the man in the moon (1991),drama|romance,1991,10,The Man in the Moon,17933,nm0612322,actor,Sam Waterston,99
Prom Night,Emb,14796236,movie,37788,10,1,3.9,pg-13,2,0.75,prom night (2008),horror|mystery|thriller,2008,4,Prom Night,37753,nm1879589,actress,Brittany Snow,88
Critical Care,Art.,221193,"","","","","","",1,2.0,critical care (1997),comedy|drama,"","",Critical Care,2241,nm0001486,actor,James Spader,107
Oceans,BV,19422319,movie,9988,10,1,7.7,g,1,4.0,oceans (océans) (2009),documentary|drama,2010,4,Oceans,9986,"nm0674742,nm0167384",actor,Pierce Brosnan,104
Escape from New York,Emb,25244626,movie,153057,10,1,7.1,r,39,3.45,escape from new york (1981),action|adventure|sci-fi|thriller,1981,7,Escape from New York,152731,nm0000118,actor,Kurt Russell,99
Endgame,Mont.,9645,movie,2843,10,1,6.2,pg-13,1,3.0,endgame (2009),drama,2010,6,Endgame,2842,nm0871428,actor,William Hurt,109
About a Boy,Uni.,41385278,movie,189568,10,1,7.1,pg-13,44,3.72,about a boy (2002),comedy|drama|romance,2002,5,About a Boy,189408,"nm0919363,nm0919369",actor,Hugh Grant,101
Snow Day,Par.,60020107,"","","","","","",5,2.3,snow day (2000),comedy,"","",Snow Day,13372,nm0462277,actor,Chevy Chase,89
Charlie and the Chocolate Factory,WB,206459076,movie,510019,10,1,6.7,pg,61,3.0,charlie and the chocolate factory (2005),adventure|children|comedy|fantasy|imax,2005,7,Charlie and the Chocolate Factory,509075,nm0000318,actor,Johnny Depp,115
Nature Calls,Magn.,646,movie,2547,10,1,4.0,r,1,1.5,nature calls (2012),comedy,2012,10,Nature Calls,2544,nm0737442,actor,Patton Oswalt,79
Bad Girls,Fox,15240435,movie,13308,10,1,5.2,r,8,2.5,bad girls (1994),western,1994,4,Bad Girls,13292,nm0438279,actress,Madeleine Stowe,99
CQ,MGM,414358,movie,5046,10,1,6.2,r,1,3.0,cq (2001),drama,2002,5,CQ,5046,nm0178910,actor,Jeremy Davies,88
Death Race,Uni.,36316032,movie,216420,10,1,6.4,r,9,3.22,death race (2008),action|adventure|sci-fi|thriller,2008,8,Death Race,216263,nm0027271,actor,Jason Statham,105
Away from Her,LGF,4571521,movie,22872,10,1,7.5,pg-13,4,3.63,away from her (2006),drama,2007,5,Away from Her,22867,nm0001631,actress,Julie Christie,110
Fearless,WB,6995302,movie,24075,10,1,7.1,r,8,3.63,fearless (1993),drama,1993,11,Fearless,24033,nm0001837,actor,Jeff Bridges,122
Irreversible,Lions,792200,movie,144169,10,1,7.3,not rated,9,3.89,irreversible (irréversible) (2002),crime|drama|mystery|thriller,2002,5,Irreversible,143917,nm0637615,actress,Monica Bellucci,97
Enchanted,BV,127807262,movie,213984,10,1,7.1,pg,17,3.68,enchanted (2007),adventure|animation|children|comedy|fantasy|musical|romance,2007,11,Enchanted,213762,nm0510674,actress,Amy Adams,107
They Call Me Bruce,FVI,16894678,movie,1810,10,1,5.6,pg,1,3.0,they call me bruce? (a.k.a. a fistful of chopsticks) (1982),comedy,1982,11,They Call Me Bruce,1810,nm0393212,actor,Johnny Yune,87
Platoon,Orion,138530565,movie,430779,10,1,8.1,r,63,3.98,platoon (1986),drama|war,1987,2,Platoon,430261,nm0000231,actor,Charlie Sheen,120
Catwalk,Arro.,28672,movie,361,10,1,7.0,"",1,4.0,catwalk (1996),documentary,1996,5,Catwalk,360,nm0494889,self,Christy Turlington,95
The Watcher,Uni.,28946615,"","","","","","",1,1.5,watcher  the (2000),crime|thriller,"","",The Watcher,28170,nm0152741,actor,James Spader,97
