title,studio,lifetime_gross,movieId,imdbId,tmdbId,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,smallLensTagCount,releaseYear,releaseMonth,nconst,tconst,titleType,primaryTitle,originalTitle,numVotes,directors,writers,category,primaryName,startYear,runtimeMinutes,averageRating,isAdult
Dead Again,Par.,38016380,3044,tt0101669,11498,movie,29909,10,1,6.8,r,13,3.77,dead again (1991),mystery|romance|thriller,2,1991,8,nm0000110,tt0101669,movie,Dead Again,Dead Again,29865,nm0000110,nm0291082,actor,Kenneth Branagh,1991,107,6,0
Defending Your Life,WB,16371128,3358,tt0101698,12186,movie,20286,10,1,7.2,pg,10,3.85,defending your life (1991),comedy|drama|fantasy|romance,"",1991,4,nm0000983,tt0101698,movie,Defending Your Life,Defending Your Life,20162,nm0000983,nm0000983,actor,Albert Brooks,1991,112,7,0
Delicatessen,Mira.,1794187,1175,tt0101700,892,movie,88675,10,1,7.5,r,21,3.83,delicatessen (1991),comedy|drama|romance,"",1992,4,nm0235342,tt0101700,movie,Delicatessen,Delicatessen,88558,"nm0000466,nm0001988","nm0000466,nm0001988,nm0012496",actress,Marie-Laure Dougnac,1991,99,7,0
Oscar,BV,23562716,6424,tt0102603,11890,"","","","","","",1,1.0,oscar (1991),comedy|crime|mystery|romance,"","","",nm0000230,tt0102603,movie,Oscar,Oscar,33599,nm0000484,"nm0536249,nm0057398,nm0611848",actor,Sylvester Stallone,1991,109,6,0
Taking Care of Business,BV,20005435,5307,tt0103035,6393,"","","","","","",1,3.0,taking care of business (1990),comedy,"","","",nm0000902,tt0103035,movie,Taking Care of Business,Taking Care of Business,9132,nm0002137,"nm0563434,nm0009190",actor,Jim Belushi,1990,108,6,0
Beethoven,Uni.,57114049,6793,tt0103786,11806,movie,74903,10,1,5.7,pg,11,1.77,beethoven (1992),children|comedy|drama,"",1992,4,nm0001301,tt0103786,movie,Beethoven,Beethoven,74820,nm0505152,"nm0000455,nm0427468",actor,Charles Grodin,1992,87,5,0
Captain Ron,BV,22518097,5582,tt0103924,14361,movie,22591,10,1,5.8,pg-13,8,2.69,captain ron (1992),adventure|comedy,"",1992,9,nm0000621,tt0103924,movie,Captain Ron,Captain Ron,22567,nm0248054,"nm0245500,nm0248054",actor,Kurt Russell,1992,100,5,0
Final Analysis,WB,28590665,6973,tt0104265,4823,movie,15005,10,1,5.9,r,1,2.5,final analysis (1992),drama|romance|thriller,"",1992,2,nm0000152,tt0104265,movie,Final Analysis,Final Analysis,14993,nm0423333,"nm0074345,nm0834338",actor,Richard Gere,1992,124,5,0
Medicine Man,BV,45500797,2822,tt0104839,9096,movie,24349,10,1,6.0,pg-13,11,3.14,medicine man (1992),adventure|romance,"",1992,2,nm0000125,tt0104839,movie,Medicine Man,Medicine Man,24319,nm0001532,"nm0776114,nm0548736",actor,Sean Connery,1992,106,6,0
Mr. Saturday Night,Col.,13351357,3500,tt0104928,54087,movie,6258,10,1,5.9,r,4,3.0,mr. saturday night (1992),comedy|drama,"",1992,9,nm0000345,tt0104928,movie,Mr. Saturday Night,Mr. Saturday Night,6256,nm0000345,"nm0000345,nm0304665,nm0541632",actor,Billy Crystal,1992,119,5,0
The Player,NL,21706101,2289,tt0105151,10403,movie,64498,10,1,7.5,r,38,3.95,player  the (1992),comedy|crime|drama,"",1992,5,nm0000209,tt0105151,movie,The Player,The Player,64419,nm0000265,nm0866062,actor,Tim Robbins,1992,124,7,0
The Public Eye,Uni.,3067917,46367,tt0105187,31692,movie,4338,10,1,6.5,r,1,2.0,public eye  the (1992),crime|thriller,"",1992,10,nm0000582,tt0105187,movie,The Public Eye,The Public Eye,4328,nm0291442,nm0291442,actor,Joe Pesci,1992,99,6,0
Shining Through,Fox,21633781,26791,tt0105391,31962,movie,10549,10,1,6.4,r,1,1.5,shining through (1992),drama|romance|thriller|war,"",1992,1,nm0000140,tt0105391,movie,Shining Through,Shining Through,10535,nm0783544,"nm0410574,nm0783544",actor,Michael Douglas,1992,132,6,0
Single White Female,Col.,48017402,3274,tt0105414,9605,movie,40957,10,1,6.4,r,12,3.38,single white female (1992),drama|thriller,"",1992,8,nm0000403,tt0105414,movie,Single White Female,Single White Female,40876,nm0775447,"nm1661375,nm0740400",actress,Bridget Fonda,1992,107,6,0
Sister Act,BV,139605150,3247,tt0105417,2005,movie,105975,10,1,6.5,pg,36,3.03,sister act (1992),comedy|crime,1,1992,5,nm0000155,tt0105417,movie,Sister Act,Sister Act,105736,nm0001915,nm0397411,actress,Whoopi Goldberg,1992,100,6,0
Under Siege,WB,83563139,1385,tt0105690,8845,movie,93413,10,1,6.5,r,24,2.85,under siege (1992),action|drama|thriller,"",1992,10,nm0000219,tt0105690,movie,Under Siege,Under Siege,93220,nm0001112,nm0493369,actor,Steven Seagal,1992,103,6,0
Where the Day Takes You,NL,390152,7251,tt0105810,17736,movie,3833,10,1,6.5,r,1,4.0,where the day takes you (1992),drama,"",1992,9,nm0000551,tt0105810,movie,Where the Day Takes You,Where the Day Takes You,3825,nm0733692,"nm0330195,nm0903717,nm0733692",actor,Dermot Mulroney,1992,105,6,0
The Adventures of Huck Finn,BV,24103594,5076,tt0106223,34723,movie,9087,10,1,6.2,pg,3,2.5,adventures of huck finn  the (1993),adventure|children|comedy|drama,"",1993,4,nm0000704,tt0106223,movie,The Adventures of Huck Finn,The Adventures of Huck Finn,9076,nm0814085,"nm0878494,nm0814085",actor,Elijah Wood,1993,108,6,0
Being Human,WB,1519366,418,tt0106379,46924,movie,4216,10,1,5.3,pg-13,2,3.0,being human (1993),drama,"",1994,5,nm0000245,tt0106379,movie,Being Human,Being Human,4208,nm0287025,nm0287025,actor,Robin Williams,1994,122,5,0
Bhaji on the Beach,First,734634,568,tt0106408,14587,movie,1217,10,1,6.4,r,2,3.5,bhaji on the beach (1993),comedy|drama,"","","",nm0900012,tt0106408,movie,Bhaji on the Beach,Bhaji on the Beach,1217,nm0149446,"nm0149446,nm0842934",actress,Kim Vithana,1993,101,6,0
Bound by Honor,BV,4496583,3761,tt0106469,9702,movie,33318,10,1,7.9,r,1,4.0,blood in  blood out (1993),action|crime|drama|thriller,"",1993,4,nm0152082,tt0106469,movie,Bound by Honor,Bound by Honor,33275,nm0000431,"nm0859469,nm0045180,nm0406228,nm0616152",actor,Damian Chapa,1993,180,7,0
Boxing Helena,Orion,1796389,427,tt0106471,18215,"","","","","","",12,2.54,boxing helena (1993),drama|mystery|romance|thriller,"","","",nm0001696,tt0106471,movie,Boxing Helena,Boxing Helena,12891,nm0528337,"nm0129310,nm0528337",actor,Julian Sands,1993,107,4,0
CB4,Uni.,17953778,6025,tt0106500,15278,movie,10224,10,1,6.2,r,5,2.9,cb4 - the movie (1993),comedy,"",1993,3,nm0001674,tt0106500,movie,CB4,CB4,10211,nm0205542,"nm0001674,nm0313555,nm0516598",actor,Chris Rock,1993,89,6,0
Dazed and Confused,Gram.,7993039,441,tt0106677,9571,movie,195340,10,1,7.6,r,42,3.93,dazed and confused (1993),comedy,"",1993,9,nm0518715,tt0106677,movie,Dazed and Confused,Dazed and Confused,195027,nm0000500,nm0000500,actor,Jason London,1993,103,7,0
Sugar Hill,Fox,18225518,6055,tt0107079,39349,"","","","","","",2,2.25,sugar hill (1994),drama,"","","",nm0000648,tt0107079,movie,Sugar Hill,Sugar Hill,4764,nm0406687,nm0177875,actor,Wesley Snipes,1993,123,5,0
Man's Best Friend,NL,12974636,6631,tt0107504,41759,movie,4755,10,1,5.2,r,2,1.5,man's best friend (1993),horror|sci-fi|thriller,"",1993,11,nm0000639,tt0107504,movie,Man's Best Friend,Man's Best Friend,4750,nm0480843,nm0480843,actress,Ally Sheedy,1993,87,5,0
Matinee,Uni.,9532895,7730,tt0107529,25389,movie,12148,10,1,6.9,pg,1,3.0,matinee (1993),comedy|drama,"",1993,1,nm0000422,tt0107529,movie,Matinee,Matinee,12136,nm0001102,"nm0351919,nm0421948",actor,John Goodman,1993,99,6,0
Mrs. Doubtfire,Fox,219195243,500,tt0107614,788,movie,283942,10,1,7.1,pg-13,144,3.39,mrs. doubtfire (1993),comedy|drama,3,1993,11,nm0000245,tt0107614,movie,Mrs. Doubtfire,Mrs. Doubtfire,283481,nm0001060,"nm0277590,nm0802020,nm0228908",actor,Robin Williams,1993,125,7,0
Needful Things,Col.,15185672,2120,tt0107665,10657,movie,26946,10,1,6.2,r,4,2.0,needful things (1993),drama|horror,"",1993,8,nm0001884,tt0107665,movie,Needful Things,Needful Things,26871,nm0381699,"nm0000175,nm0725379",actor,Max von Sydow,1993,121,6,0
Orlando,SPC,5377643,506,tt0107756,9300,movie,18179,10,1,7.1,pg-13,2,4.5,orlando (1992),drama|fantasy|romance,"",1993,6,nm0842770,tt0107756,movie,Orlando,Orlando,18138,nm0006845,"nm0941173,nm0232924,nm0006845",actress,Tilda Swinton,1992,94,7,0
True Romance,WB,12281551,555,tt0108399,319,movie,237960,10,1,7.9,r,65,3.8,true romance (1993),crime|thriller,"",1993,9,nm0000225,tt0108399,movie,True Romance,True Romance,237668,nm0001716,"nm0000233,nm0000812",actor,Christian Slater,1993,119,7,0
Untamed Heart,MGM,18898806,4067,tt0108451,26333,movie,14947,10,1,6.8,pg-13,4,3.38,untamed heart (1993),drama|romance,"",1993,2,nm0000225,tt0108451,movie,Untamed Heart,Untamed Heart,14916,nm0082300,nm0797220,actor,Christian Slater,1993,102,6,0
What's Eating Gilbert Grape,Par.,10032765,337,tt0108550,1587,movie,249264,10,1,7.7,pg-13,77,3.77,what's eating gilbert grape (1993),drama,1,1994,3,nm0000136,tt0108550,movie,What's Eating Gilbert Grape,What's Eating Gilbert Grape,248858,nm0002120,nm0373282,actor,Johnny Depp,1993,118,7,0
The Air Up There,Mira.,21011318,414,tt0109067,46094,movie,9383,10,1,5.6,pg,6,2.33,air up there  the (1994),comedy,"",1994,1,nm0000102,tt0109067,movie,The Air Up There,The Air Up There,9377,nm0001274,nm0032318,actor,Kevin Bacon,1994,107,5,0
Amateur,SPC,757088,149,tt0109093,30157,movie,6906,10,1,6.8,r,1,2.0,amateur (1994),crime|drama|thriller,"",1995,5,nm0001376,tt0109093,movie,Amateur,Amateur,6893,nm0001325,nm0001325,actress,Isabelle Huppert,1994,105,6,0
Blank Check,BV,30577969,2036,tt0109287,13962,movie,21684,10,1,5.3,pg,6,2.25,blank check (1994),children|comedy,"",1994,2,nm0095176,tt0109287,movie,Blank Check,Blank Check,21651,nm0906548,"nm0811414,nm0139655",actor,Brian Bonsall,1994,93,5,0
Blown Away,MGM,30156002,423,tt0109303,178,movie,33092,10,1,6.2,r,10,2.85,blown away (1994),action|thriller,"",1994,7,nm0000313,tt0109303,movie,Blown Away,Blown Away,33063,nm0394280,"nm0723468,nm0061337,nm0005366",actor,Jeff Bridges,1994,121,6,0
The Client,WB,92115211,350,tt0109446,10731,movie,72059,10,1,6.7,pg-13,57,3.39,client  the (1994),drama|mystery|thriller,1,1994,7,nm0000215,tt0109446,movie,The Client,The Client,71924,nm0001708,"nm0001300,nm0326040,nm0315205",actress,Susan Sarandon,1994,119,6,0
Color of Night,BV,19726050,436,tt0109456,2124,movie,25377,10,1,5.2,r,7,2.57,color of night (1994),drama|thriller,"",1994,8,nm0000246,tt0109456,movie,Color of Night,Color of Night,25341,nm0750701,"nm0712753,nm0152466",actor,Bruce Willis,1994,121,5,0
D2: The Mighty Ducks,BV,45610410,2042,tt0109520,11164,movie,42344,10,1,6.1,pg,6,2.58,d2: the mighty ducks (1994),children|comedy,"",1994,3,nm0000389,tt0109520,movie,D2: The Mighty Ducks,D2: The Mighty Ducks,42291,nm0918873,nm0109359,actor,Emilio Estevez,1994,106,6,0
Heavyweights,BV,17689177,250,tt0110006,14819,movie,30006,10,1,6.6,pg,6,2.5,heavyweights (heavy weights) (1995),children|comedy,"",1995,2,nm0569711,tt0110006,movie,Heavyweights,Heavyweights,29965,nm0109359,"nm0031976,nm0109359",actor,Tom McGowan,1995,100,6,0
Junior,Uni.,36763355,256,tt0110216,6280,movie,71922,10,1,4.7,pg-13,35,2.83,junior (1994),comedy|sci-fi,"",1994,11,nm0000216,tt0110216,movie,Junior,Junior,71843,nm0718645,"nm0905458,nm0175620",actor,Arnold Schwarzenegger,1994,109,4,0
The Little Rascals,Uni.,52125282,575,tt0110366,10897,movie,54672,10,1,6.3,pg,16,2.66,little rascals  the (1994),children|comedy,"",1994,8,nm0853779,tt0110366,movie,The Little Rascals,The Little Rascals,54544,nm0790715,"nm0790715,nm0938774,nm0779592,nm0345488,nm0563397",actor,Travis Tedford,1994,82,6,0
Milk Money,Par.,18137661,276,tt0110516,8986,movie,12850,10,1,5.6,pg-13,22,3.25,milk money (1994),comedy|romance,"",1994,8,nm0000429,tt0110516,movie,Milk Money,Milk Money,12832,nm0000907,nm0560469,actress,Melanie Griffith,1994,110,5,0
No Escape,Wein.,27288872,504,tt0110678,10447,movie,22173,10,1,6.1,r,2,3.0,no escape (1994),action|drama|sci-fi,"",1994,4,nm0000501,tt0110678,movie,No Escape,No Escape,22145,nm0132709,"nm0379044,nm0310920,nm0343403",actor,Ray Liotta,1994,118,6,0
No Escape,Sav.,15339030,504,tt0110678,10447,movie,22173,10,1,6.1,r,2,3.0,no escape (1994),action|drama|sci-fi,"",1994,4,nm0000501,tt0110678,movie,No Escape,No Escape,22145,nm0132709,"nm0379044,nm0310920,nm0343403",actor,Ray Liotta,1994,118,6,0
Priest,SGem,29136626,299,tt0110889,40156,movie,10866,10,1,7.1,r,4,4.0,priest (1994),drama,"",1995,3,nm0730070,tt0110889,movie,Priest,Priest,10853,nm0000944,nm0569568,actor,Linus Roache,1994,105,7,0
The Shadow,Uni.,32063435,533,tt0111143,8850,movie,26650,10,1,6.0,pg-13,18,2.89,shadow  the (1994),action|adventure|fantasy|mystery,"",1994,7,nm0000285,tt0111143,movie,The Shadow,The Shadow,26622,nm0611683,"nm0317212,nm0462895",actor,Alec Baldwin,1994,108,6,0
Surviving the Game,NL,7727256,547,tt0111323,17585,movie,12769,10,1,6.2,r,2,3.25,surviving the game (1994),action|adventure|thriller,"",1994,4,nm0000442,tt0111323,movie,Surviving the Game,Surviving the Game,12739,nm0225416,nm0077171,actor,Rutger Hauer,1994,96,6,0
Wolf,Col.,65002597,382,tt0111742,10395,movie,59402,10,1,6.3,r,16,3.16,wolf (1994),drama|horror|romance|thriller,"",1994,6,nm0000197,tt0111742,movie,Wolf,Wolf,59323,nm0001566,"nm0365659,nm0834338",actor,Jack Nicholson,1994,125,6,0
Wyatt Earp,WB,25052000,383,tt0111756,12160,movie,53960,10,1,6.7,pg-13,21,3.1,wyatt earp (1994),western,"",1994,6,nm0000126,tt0111756,movie,Wyatt Earp,Wyatt Earp,53885,nm0001410,"nm0330108,nm0001410",actor,Kevin Costner,1994,191,6,0
The Cure,Uni.,2568425,219,tt0112757,6715,movie,10469,10,1,7.7,pg-13,1,3.0,cure  the (1995),drama,"",1995,4,nm0001515,tt0112757,movie,The Cure,The Cure,10456,nm0005022,nm0002675,actor,Joseph Mazzello,1995,97,7,0
Desperado,Sony,25405445,163,tt0112851,8068,movie,194332,10,1,7.1,r,66,3.56,desperado (1995),action|romance|western,"",1995,8,nm0000104,tt0112851,movie,Desperado,Desperado,194042,nm0001675,nm0001675,actor,Antonio Banderas,1995,104,7,0
Empire Records,WB,273188,3477,tt0112950,13531,movie,60171,10,1,6.7,pg-13,13,3.38,empire records (1995),comedy|drama,"",1995,10,nm0001439,tt0112950,movie,Empire Records,Empire Records,60085,nm0610496,nm0374084,actor,Anthony LaPaglia,1995,90,6,0
Fluke,MGM,3987768,241,tt0113089,21183,"","","","","","",1,4.0,fluke (1995),children|drama,"","","",nm0000546,tt0113089,movie,Fluke,Fluke,7301,nm0137363,"nm0378562,nm0137363,nm0140572",actor,Matthew Modine,1995,96,6,0
Frisk,Strand,87433,636,tt0113122,40926,movie,724,10,1,4.9,unrated,1,3.0,frisk (1995),drama,"",1996,3,nm0348387,tt0113122,movie,Frisk,Frisk,723,nm0894812,"nm1418756,nm0245499,nm0492215,nm0894812",actor,Michael Gunther,1995,88,4,0
Grumpier Old Men,WB,71518503,3,tt0113228,15602,movie,29154,10,1,6.6,pg-13,52,3.26,grumpier old men (1995),comedy|romance,2,1995,12,nm0000527,tt0113228,movie,Grumpier Old Men,Grumpier Old Men,29104,nm0222043,nm0425756,actor,Walter Matthau,1995,101,6,0
Hackers,MGM,7563728,170,tt0113243,10428,"","","","","","",35,3.23,hackers (1995),action|adventure|crime|thriller,"","","",nm0001538,tt0113243,movie,Hackers,Hackers,73088,nm0812200,nm0604360,actor,Jonny Lee Miller,1995,105,6,0
Heat,WB,67436818,6,tt0113277,949,movie,699052,10,1,8.3,r,102,3.95,heat (1995),action|crime|thriller,"",1995,12,nm0000199,tt0113277,movie,Heat,Heat,697707,nm0000520,nm0000520,actor,Al Pacino,1995,170,8,0
The Horseman on the Roof,Mira.,1320043,715,tt0113362,11876,movie,6311,10,1,7.0,r,3,3.67,horseman on the roof  the (hussard sur le toit  le) (1995),drama|romance,"",1995,10,nm0553648,tt0113362,movie,The Horseman on the Roof,Le hussard sur le toit,6308,nm0710919,"nm0320274,nm0710919,nm0173953,nm0140643",actor,Olivier Martinez,1995,135,7,0
Jumanji,Sony,100475249,2,tt0113497,8844,movie,367134,10,1,7.1,pg,110,3.43,jumanji (1995),adventure|children|fantasy,4,1995,12,nm0000245,tt0113497,movie,Jumanji,Jumanji,366534,nm0002653,"nm0378144,nm0852430,nm0833164,nm0885575",actor,Robin Williams,1995,104,7,0
Mr. Holland's Opus,BV,82569971,62,tt0113862,2054,movie,41189,10,1,7.3,pg,80,3.71,mr. holland's opus (1995),drama,1,1996,1,nm0000377,tt0113862,movie,Mr. Holland's Opus,Mr. Holland's Opus,41159,nm0378893,nm0242059,actor,Richard Dreyfuss,1995,143,7,0
Othello,Sony,2844379,26,tt0114057,16420,"","","","","","",13,3.5,othello (1995),drama,1,"","",nm0000401,tt0114057,movie,Othello,Othello,10028,nm0662529,"nm0662529,nm0000636",actor,Laurence Fishburne,1995,123,6,0
Picture Bride,Mira.,1238905,301,tt0114129,30304,movie,1178,10,1,6.6,pg-13,1,4.0,picture bride (bijo photo) (1994),drama|romance,"",1995,5,nm0473802,tt0114129,movie,Picture Bride,Picture Bride,1178,nm0368981,"nm0368981,nm0368982,nm0548233",actress,Yûki Kudô,1994,94,6,0
Powder,BV,30862156,24,tt0114168,12665,"","","","","","",28,3.13,powder (1995),drama|sci-fi,"","","",nm0005460,tt0114168,movie,Powder,Powder,32048,nm0759207,nm0759207,actress,Mary Steenburgen,1995,111,6,0
Rob Roy,MGM,31596911,151,tt0114287,11780,movie,44855,10,1,6.9,r,44,3.55,rob roy (1995),action|drama|romance|war,"",1995,4,nm0000553,tt0114287,movie,Rob Roy,Rob Roy,44797,nm0001994,nm0788991,actor,Liam Neeson,1995,139,6,0
Showgirls,MGM,20350754,193,tt0114436,10802,movie,72679,10,1,5.0,nc-17,35,2.47,showgirls (1995),drama,"",1995,9,nm0000924,tt0114436,movie,Showgirls,Showgirls,72529,nm0000682,nm0000390,actress,Elizabeth Berkley,1995,128,5,0
Virtuosity,Par.,24047675,338,tt0114857,9271,movie,31836,10,1,5.5,r,19,2.84,virtuosity (1995),action|sci-fi|thriller,1,1995,8,nm0000243,tt0114857,movie,Virtuosity,Virtuosity,31804,nm0502577,nm0077171,actor,Denzel Washington,1995,106,5,0
The Walking Dead,Sav.,6014341,336,tt0114888,95963,movie,867,10,1,4.9,r,1,3.0,walking dead  the (1995),drama|war,"",1995,2,nm0005300,tt0114888,movie,The Walking Dead,The Walking Dead,864,nm0926211,nm0926211,actor,Allen Payne,1995,88,4,0
Bed of Roses,NL,19030691,74,tt0115644,20927,movie,8659,10,1,6.0,pg,8,4.0,bed of roses (1996),drama|romance,"",1996,1,nm0000225,tt0115644,movie,Bed of Roses,Bed of Roses,8650,nm0325533,nm0325533,actor,Christian Slater,1996,87,6,0
The Birdcage,MGM,124060553,141,tt0115685,11000,movie,97450,10,1,7.2,r,86,3.49,birdcage  the (1996),comedy,"",1996,3,nm0000245,tt0115685,movie,The Birdcage,The Birdcage,97180,nm0001566,"nm0688497,nm0891554,nm0596850,nm0200473,nm0561938",actor,Robin Williams,1996,117,7,0
Bogus,WB,4357406,885,tt0115725,3587,movie,6945,10,1,5.3,pg,2,2.5,bogus (1996),children|drama|fantasy,"",1996,9,nm0000155,tt0115725,movie,Bogus,Bogus,6939,nm0422484,"nm0745087,nm4267752,nm0765091",actress,Whoopi Goldberg,1996,110,5,0
Bottle Rocket,Sony,560069,101,tt0115734,13685,movie,82258,10,1,6.9,r,23,3.78,bottle rocket (1996),adventure|comedy|crime|romance,3,1996,2,nm0005561,tt0115734,movie,Bottle Rocket,Bottle Rocket,82150,nm0027572,"nm0005562,nm0027572",actor,Luke Wilson,1996,91,6,0
Carpool,WB,3325651,867,tt0115836,23945,movie,5185,10,1,5.0,pg,2,1.75,carpool (1996),comedy|crime,"",1996,8,nm0000792,tt0115836,movie,Carpool,Carpool,5176,nm0002137,nm0722610,actor,Tom Arnold,1996,89,5,0
Dream for an Insomniac,Lions,24727,1902,tt0116141,32284,movie,2905,10,1,6.0,r,1,4.0,dream for an insomniac (1996),drama|romance,1,1996,4,nm0001746,tt0116141,movie,Dream for an Insomniac,Dream for an Insomniac,2901,nm0213329,nm0213329,actress,Ione Skye,1996,90,6,0
Eddie,BV,31387164,656,tt0116168,11107,movie,11329,10,1,5.2,pg-13,5,3.0,eddie (1996),comedy,"",1996,5,nm0000155,tt0116168,movie,Eddie,Eddie,11318,nm0711114,"nm0951599,nm0119542,nm0175300,nm0521649,nm0150749,nm1044491,nm0490958",actress,Whoopi Goldberg,1996,100,5,0
Love and Other Catastrophes,FoxS,294212,1493,tt0116931,76996,movie,2058,10,1,6.4,r,1,3.5,love and other catastrophes (1996),romance,"",1997,3,nm0640323,tt0116931,movie,Love and Other Catastrophes,Love and Other Catastrophes,2058,nm0188521,"nm0074880,nm0188521,nm0051748,nm0443613",actress,Frances O'Connor,1996,76,6,0
Marvin's Room,Mira.,12803305,1399,tt0116999,9819,movie,29540,10,1,6.7,pg-13,5,3.1,marvin's room (1996),drama,"",1997,2,nm0000658,tt0116999,movie,Marvin's Room,Marvin's Room,29491,nm0952360,nm0574259,actress,Meryl Streep,1996,98,6,0
A Perfect Candidate,7Art,134485,1123,tt0117320,124837,movie,284,10,1,7.2,"",2,4.25,perfect candidate  a (1996),documentary,"",1996,4,nm1325907,tt0117320,movie,A Perfect Candidate,A Perfect Candidate,284,"nm0191712,nm0888083",\N,self,Don Baker,1996,105,7,0
Ponette,Arro.,1300377,1545,tt0117359,38523,movie,4706,10,1,7.5,not rated,2,4.5,ponette (1996),drama,1,1997,3,nm0858284,tt0117359,movie,Ponette,Ponette,4702,nm0230695,"nm0230695,nm0173928",actress,Victoire Thivisol,1996,97,7,0
Schizopolis,N.Arts,10580,1546,tt0117561,16375,movie,5976,10,1,6.7,not rated,1,3.5,schizopolis (1996),comedy,"",1997,4,nm0001752,tt0117561,movie,Schizopolis,Schizopolis,5972,nm0001752,nm0001752,actor,Steven Soderbergh,1996,96,6,0
Scream,Dim.,103046663,1407,tt0117571,4232,movie,379844,10,1,7.4,r,70,3.2,scream (1996),comedy|horror|mystery|thriller,2,1996,12,nm0000117,tt0117571,movie,Scream,Scream,378119,nm0000127,nm0932078,actress,Neve Campbell,1996,111,7,0
The Secret Agent,FoxS,106606,1040,tt0117582,47199,movie,2526,10,1,5.6,r,1,3.0,secret agent  the (1996),drama,"",1996,11,nm0001364,tt0117582,movie,The Secret Agent,The Secret Agent,2522,nm0358960,"nm0175676,nm0358960",actor,Bob Hoskins,1996,95,5,0
Mr. Nice Guy,NL,12716953,1858,tt0117786,10622,"","","","","","",8,2.56,mr. nice guy (yat goh ho yan) (1997),action|comedy,"","","",nm0000329,tt0117786,movie,Mr. Nice Guy,Yat goh ho yan,28382,nm0005033,"nm0530853,nm0849282",actor,Jackie Chan,1997,101,6,0
Twelfth Night,FL,588621,892,tt0117991,44705,movie,6299,10,1,7.1,pg,13,3.54,twelfth night (1996),comedy|drama|romance,1,1996,10,nm0000307,tt0117991,movie,Twelfth Night,Twelfth Night or What You Will,6293,nm0638080,"nm0000636,nm0638080",actress,Helena Bonham Carter,1996,134,7,0
