title,title_lc,studio,directors,contentRate,rnTimeMin,genres,rlYr,rlMnth,type,primaryName,category,numVotes,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg,gross
Shortbus,shortbus (2006),0.0,5.0,30.0,101.0,2304.0,3.0,3.0,1.0,0.0,608.0,34931.0,34961.0,10.0,1.0,6.4,3.0,4.0,1985292.0
Strange Wilderness,strange wilderness (2008),0.0,1.0,31.0,87.0,855.0,10.0,10.0,0.0,9.0,1072.0,22535.0,22546.0,10.0,1.0,5.2,2.0,3.25,6575282.0
A Decade Under the Influence,decade under the influence  a (2003),0.0,6.0,13.0,138.0,1379.0,2.0,2.0,2.0,10.0,1196.0,2784.0,2784.0,10.0,1.0,7.6,3.0,3.5,34837.0
Fences,fences (2016),0.0,0.0,4.0,139.0,6.0,20.0,20.0,0.0,3.0,702.0,114889.0,115121.0,10.0,1.0,7.2,1.0,3.0,5.7682904E7
First Reformed,first reformed (2017),0.0,7.0,33.0,113.0,42.0,38.0,38.0,0.0,7.0,108.0,61067.0,61160.0,10.0,1.0,7.1,1.0,4.0,3448256.0
Red Corner,red corner (1997),0.0,23.0,7.0,122.0,46.0,14.0,14.0,0.0,0.0,344.0,18044.0,18063.0,10.0,1.0,6.3,3.0,3.67,2.2459274E7
Freedomland,freedomland (2006),0.0,8.0,28.0,113.0,150.0,3.0,3.0,1.0,9.0,370.0,17004.0,17020.0,10.0,1.0,5.2,1.0,2.0,1.2512886E7
The Imitation Game,the imitation game (2014),0.0,75.0,22.0,114.0,593.0,16.0,16.0,0.0,3.0,656.0,806721.0,807802.0,10.0,1.0,8.0,50.0,4.02,9.1125683E7
Barcelona,barcelona (1994),0.0,3.0,23.0,101.0,2362.0,21.0,21.0,0.0,8.0,358.0,6524.0,6528.0,10.0,1.0,7.0,13.0,3.69,7266973.0
Scary Movie 3,scary movie 3 (2003),0.0,24.0,44.0,84.0,168.0,2.0,2.0,1.0,0.0,205.0,155203.0,155553.0,10.0,1.0,5.5,20.0,2.28,1.10003217E8
First Snow,first snow (2006),1.0,7.0,99.0,101.0,229.0,93.0,93.0,0.0,12.0,2553.0,8449.0,0.0,0.0,0.0,0.0,2.0,3.25,214864.0
The Official Story,official story  the (la historia oficial) (1985),0.0,0.0,190.0,112.0,2039.0,32.0,32.0,1.0,4.0,2133.0,10538.0,10553.0,10.0,1.0,7.7,1.0,4.0,29426.0
Black Hawk Down,black hawk down (2001),0.0,44.0,28.0,144.0,149.0,0.0,0.0,0.0,10.0,5.0,415052.0,415695.0,10.0,1.0,7.7,50.0,3.81,1.08638745E8
Owning Mahowny,owning mahowny (2003),0.0,10.0,8.0,104.0,198.0,2.0,2.0,0.0,6.0,944.0,13959.0,13991.0,10.0,1.0,7.0,4.0,3.5,1011871.0
Dogman,dogman (2018),0.0,8.0,16.0,103.0,1856.0,79.0,79.0,0.0,5.0,557.0,28739.0,28787.0,10.0,1.0,7.2,1.0,3.5,148225.0
Bebe's Kids,bebe's kids (1992),0.0,50.0,4.0,70.0,1366.0,24.0,24.0,0.0,8.0,2271.0,5428.0,5435.0,10.0,1.0,5.8,1.0,1.0,8442162.0
Vantage Point,vantage point (2008),0.0,29.0,5.0,90.0,28.0,10.0,10.0,0.0,9.0,652.0,153055.0,153090.0,10.0,1.0,6.6,6.0,3.42,7.2266306E7
Rango,rango (2011),0.0,356.0,4.0,107.0,5.0,17.0,17.0,0.0,2.0,128.0,286191.0,286688.0,10.0,1.0,7.2,17.0,3.62,1.23477607E8
The Patriot,patriot  the (1998),1.0,18.0,5.0,90.0,162.0,93.0,93.0,0.0,12.0,1286.0,13120.0,0.0,0.0,0.0,0.0,1.0,3.5,1.13330342E8
Into the Wild,into the wild (2007),0.0,48.0,49.0,148.0,222.0,1.0,1.0,0.0,0.0,481.0,645803.0,646567.0,10.0,1.0,8.1,41.0,3.9,1.8354356E7
Casino Jack,casino jack (2010),0.0,12.0,144.0,108.0,73.0,17.0,17.0,0.0,10.0,406.0,17560.0,17569.0,10.0,1.0,6.2,2.0,4.0,1042959.0
The Poseidon Adventure,poseidon adventure  the (1972),0.0,48.0,3.0,117.0,50.0,55.0,55.0,0.0,3.0,610.0,48113.0,48153.0,10.0,1.0,7.1,21.0,3.1,8.4563118E7
Primary Colors,primary colors (1998),0.0,2.0,1.0,143.0,13.0,6.0,6.0,0.0,2.0,26.0,29786.0,29798.0,10.0,1.0,6.7,11.0,3.5,3.9001187E7
Striptease,striptease (1996),0.0,12.0,5.0,115.0,109.0,8.0,8.0,1.0,7.0,346.0,47346.0,47398.0,10.0,1.0,4.5,41.0,2.41,3.3109743E7
The Loss of Sexual Innocence,loss of sexual innocence  the (1999),1.0,63.0,5.0,106.0,735.0,93.0,93.0,0.0,12.0,349.0,3357.0,0.0,0.0,0.0,0.0,2.0,2.25,164022.0
The Holiday,holiday  the (2006),0.0,3.0,5.0,136.0,241.0,3.0,3.0,1.0,3.0,234.0,305587.0,306223.0,10.0,1.0,6.9,24.0,3.21,6.3224849E7
Focus,focus (2015),0.0,190.0,31.0,105.0,48.0,11.0,11.0,0.0,9.0,551.0,267153.0,267793.0,10.0,1.0,6.6,10.0,3.25,645418.0
Sergeant York,sergeant york (1941),0.0,14.0,0.0,134.0,1396.0,62.0,62.0,0.0,6.0,1200.0,19423.0,19442.0,10.0,1.0,7.7,3.0,3.83,1.6361885E7
Alien,alien (1979),0.0,56.0,3.0,117.0,133.0,39.0,39.0,1.0,7.0,5.0,925294.0,926887.0,10.0,1.0,8.5,146.0,3.97,8.0931801E7
Last Exit to Brooklyn,last exit to brooklyn (1989),0.0,0.0,74.0,102.0,235.0,26.0,26.0,1.0,11.0,394.0,6745.0,6759.0,10.0,1.0,6.8,1.0,4.0,1730005.0
Windtalkers,windtalkers (2002),0.0,44.0,7.0,134.0,0.0,0.0,0.0,0.0,7.0,187.0,72348.0,72458.0,10.0,1.0,6.1,8.0,2.88,4.0914068E7
The Ladykillers,ladykillers  the (2004),0.0,12.0,2.0,104.0,1.0,5.0,5.0,0.0,2.0,147.0,107799.0,107896.0,10.0,1.0,6.2,14.0,2.57,3.9799191E7
Across the Universe,across the universe (2007),0.0,674.0,28.0,133.0,224.0,1.0,1.0,1.0,0.0,650.0,113282.0,113349.0,10.0,1.0,7.3,11.0,4.05,2.4602291E7
The Green Inferno,the green inferno (2014),0.0,9.0,204.0,100.0,1821.0,11.0,11.0,1.0,6.0,321.0,47903.0,48001.0,10.0,1.0,5.3,1.0,3.5,7192291.0
Search Party,search party (2014),0.0,1.0,102.0,93.0,567.0,20.0,20.0,0.0,11.0,1334.0,8188.0,8193.0,10.0,1.0,5.6,2.0,2.25,4571.0
Underworld: Blood Wars,underworld: blood wars (2016),0.0,180.0,24.0,91.0,239.0,31.0,31.0,1.0,10.0,1639.0,79631.0,79715.0,10.0,1.0,5.7,1.0,3.0,3.0353973E7
Better Than Chocolate,better than chocolate (1999),1.0,3.0,43.0,101.0,2465.0,93.0,93.0,1.0,12.0,2394.0,8656.0,0.0,0.0,0.0,0.0,1.0,3.0,2015406.0
Moonlight Mile,moonlight mile (2002),0.0,4.0,2.0,117.0,60.0,0.0,0.0,0.0,0.0,324.0,14527.0,14539.0,10.0,1.0,6.6,3.0,3.5,6835856.0
Apollo 13,apollo 13 (1995),0.0,228.0,1.0,140.0,1.0,9.0,9.0,0.0,7.0,3.0,308552.0,308944.0,10.0,1.0,7.7,201.0,3.85,1.73837933E8
Rocky II,rocky ii (1979),0.0,21.0,18.0,119.0,7.0,39.0,39.0,0.0,7.0,136.0,226110.0,226554.0,10.0,1.0,7.3,26.0,3.19,8.518216E7
Dead Man,dead man (1995),1.0,342.0,6.0,121.0,5.0,93.0,93.0,0.0,12.0,41.0,101500.0,0.0,0.0,0.0,0.0,15.0,3.97,1037847.0
Fido,fido (2006),0.0,82.0,32.0,93.0,1727.0,1.0,1.0,0.0,2.0,1539.0,29895.0,29913.0,10.0,1.0,6.7,7.0,3.29,304533.0
V/H/S,v/h/s (2012),0.0,9.0,16.0,116.0,1114.0,15.0,15.0,0.0,6.0,2690.0,66864.0,67011.0,10.0,1.0,5.8,2.0,2.75,100345.0
47 Ronin,47 ronin (2013),0.0,34.0,1.0,128.0,20.0,22.0,22.0,0.0,3.0,2164.0,168292.0,168439.0,10.0,1.0,6.2,7.0,2.64,3.8362475E7
Muppet Treasure Island,muppet treasure island (1996),0.0,298.0,2.0,99.0,863.0,8.0,8.0,0.0,9.0,1269.0,25821.0,25880.0,10.0,1.0,6.9,26.0,3.33,3.4327391E7
Paper Towns,paper towns (2015),0.0,145.0,3.0,109.0,2003.0,11.0,11.0,0.0,8.0,1110.0,106718.0,106808.0,10.0,1.0,6.2,2.0,2.0,3.2000304E7
Breathe,breathe (2014),0.0,0.0,126.0,91.0,1668.0,11.0,11.0,1.0,6.0,1873.0,7703.0,7717.0,10.0,1.0,7.0,1.0,1.0,42297.0
No Mercy,no mercy (1986),0.0,19.0,12.0,106.0,46.0,30.0,30.0,0.0,3.0,440.0,8190.0,8212.0,10.0,1.0,5.7,2.0,2.0,1.2303904E7
French Kiss,french kiss (1995),0.0,94.0,3.0,111.0,152.0,9.0,9.0,1.0,11.0,61.0,52136.0,52193.0,10.0,1.0,6.6,45.0,3.48,3.8896854E7
Real Steel,real steel (2011),0.0,283.0,2.0,127.0,110.0,17.0,17.0,0.0,0.0,92.0,347925.0,348380.0,10.0,1.0,7.1,6.0,3.0,8.5468508E7
Carnage,carnage (2011),0.0,2.0,51.0,80.0,97.0,17.0,17.0,1.0,4.0,32.0,131236.0,131345.0,10.0,1.0,7.1,4.0,4.0,60158.0
Shooting Fish,shooting fish (1997),1.0,3.0,11.0,109.0,1214.0,93.0,93.0,0.0,12.0,2228.0,7795.0,0.0,0.0,0.0,0.0,5.0,4.1,375261.0
North Dallas Forty,north dallas forty (1979),0.0,2.0,4.0,119.0,64.0,39.0,39.0,0.0,1.0,415.0,5848.0,5854.0,10.0,1.0,6.9,5.0,3.0,2.6079312E7
Harlem Nights,harlem nights (1989),1.0,140.0,4.0,116.0,16.0,93.0,93.0,0.0,12.0,1159.0,24203.0,0.0,0.0,0.0,0.0,3.0,3.0,6.086487E7
Hatchet,hatchet (2006),0.0,24.0,41.0,93.0,741.0,18.0,18.0,0.0,5.0,692.0,32983.0,33040.0,10.0,1.0,5.6,1.0,4.0,175281.0
Hot Dog... The Movie,hot dog... the movie (1984),0.0,1.0,7.0,96.0,649.0,33.0,33.0,0.0,10.0,960.0,3740.0,3755.0,10.0,1.0,5.0,1.0,2.0,2.0307325E7
Forever Young,forever young (1992),0.0,84.0,0.0,102.0,9.0,24.0,24.0,0.0,3.0,307.0,49292.0,49336.0,10.0,1.0,6.3,27.0,2.85,5.5956187E7
Harrison's Flowers,harrison's flowers (2000),0.0,0.0,1.0,130.0,308.0,0.0,0.0,1.0,2.0,1488.0,6643.0,6647.0,10.0,1.0,7.0,1.0,3.0,1871025.0
Lion,lion (2016),0.0,0.0,22.0,118.0,449.0,31.0,31.0,0.0,10.0,1553.0,246292.0,246551.0,10.0,1.0,8.0,1.0,4.5,5.1738905E7
Insidious: The Last Key,insidious: the last key (2018),0.0,45.0,1.0,103.0,1802.0,38.0,38.0,1.0,10.0,2170.0,69324.0,69568.0,10.0,1.0,5.7,1.0,3.5,6.774533E7
"Roman J. Israel, Esq.",roman j. israel  esq. (2017),0.0,7.0,5.0,122.0,6.0,31.0,31.0,0.0,4.0,861.0,41843.0,41973.0,10.0,1.0,6.5,1.0,1.5,1.1962778E7
The Good Son,good son  the (1993),0.0,7.0,3.0,87.0,244.0,23.0,23.0,0.0,6.0,176.0,44577.0,44692.0,10.0,1.0,6.4,1.0,1.5,4.4789789E7
The Tigger Movie,tigger movie  the (2000),1.0,129.0,2.0,77.0,714.0,93.0,93.0,0.0,12.0,1616.0,19978.0,0.0,0.0,0.0,0.0,3.0,3.17,4.5554533E7
P.S.,p.s. (2004),0.0,72.0,46.0,97.0,285.0,7.0,7.0,1.0,9.0,1085.0,6483.0,6484.0,10.0,1.0,6.1,2.0,4.25,180503.0
Something New,something new (2006),0.0,5.0,15.0,99.0,548.0,3.0,3.0,1.0,9.0,1084.0,14307.0,14312.0,10.0,1.0,6.6,1.0,4.5,1.1468568E7
Get Out,get out (2017),0.0,11.0,1.0,104.0,1222.0,31.0,31.0,0.0,9.0,2577.0,667183.0,669688.0,10.0,1.0,7.8,15.0,3.63,1.76040665E8
Hot Shots!,hot shots! (1991),0.0,443.0,3.0,84.0,55.0,28.0,28.0,0.0,8.0,343.0,114271.0,114424.0,10.0,1.0,6.7,15.0,3.13,6.9467617E7
Shakes the Clown,shakes the clown (1992),0.0,1.0,130.0,87.0,1079.0,24.0,24.0,0.0,2.0,495.0,5524.0,5527.0,10.0,1.0,5.6,3.0,2.33,115103.0
Pitch Black,pitch black (2000),0.0,41.0,40.0,109.0,385.0,13.0,13.0,1.0,9.0,245.0,249971.0,250141.0,10.0,1.0,7.0,39.0,3.56,3.9240659E7
Pearl Harbor,pearl harbor (2001),0.0,155.0,2.0,183.0,21.0,4.0,4.0,0.0,11.0,57.0,346337.0,346696.0,10.0,1.0,6.2,43.0,2.97,1.98542554E8
K-19: The Widowmaker,k-19: the widowmaker (2002),0.0,93.0,4.0,138.0,17.0,0.0,0.0,0.0,8.0,145.0,66222.0,66280.0,10.0,1.0,6.7,6.0,3.5,3.5168966E7
The Real McCoy,real mccoy  the (1993),1.0,20.0,1.0,105.0,368.0,93.0,93.0,1.0,12.0,433.0,9500.0,0.0,0.0,0.0,0.0,1.0,4.0,6484246.0
Freedom Writers,freedom writers (2007),0.0,0.0,4.0,123.0,231.0,1.0,1.0,1.0,10.0,418.0,83361.0,83500.0,10.0,1.0,7.6,4.0,3.75,3.6605602E7
Bug,bug (2007),0.0,33.0,19.0,102.0,210.0,1.0,1.0,1.0,11.0,59.0,37197.0,37260.0,10.0,1.0,6.1,4.0,2.88,7025810.0
Cradle Will Rock,cradle will rock (1999),0.0,0.0,2.0,132.0,683.0,13.0,13.0,0.0,10.0,476.0,9452.0,9455.0,10.0,1.0,6.8,3.0,3.17,2903404.0
Vanity Fair,vanity fair (2004),0.0,4.0,15.0,141.0,116.0,5.0,5.0,1.0,6.0,175.0,23310.0,23329.0,10.0,1.0,6.2,3.0,3.5,1.6136476E7
Eddie the Eagle,eddie the eagle (2016),0.0,1.0,3.0,106.0,856.0,20.0,20.0,0.0,9.0,1231.0,98385.0,98528.0,10.0,1.0,7.3,3.0,2.83,1.5789389E7
The Fly,fly  the (1958),0.0,701.0,3.0,94.0,1241.0,63.0,63.0,0.0,8.0,2052.0,25060.0,25117.0,10.0,1.0,7.1,13.0,3.38,4.0456565E7
Imagine That,imagine that (2009),0.0,131.0,4.0,107.0,16.0,19.0,19.0,0.0,7.0,1838.0,15613.0,15616.0,10.0,1.0,5.6,1.0,4.0,1.6123323E7
Phantom Thread,phantom thread (2017),0.0,4.0,15.0,130.0,2448.0,38.0,38.0,1.0,10.0,102.0,141344.0,141598.0,10.0,1.0,7.4,1.0,3.5,2.1198205E7
Casper,casper (1995),0.0,54.0,1.0,100.0,317.0,9.0,9.0,0.0,11.0,324.0,144239.0,144734.0,10.0,1.0,6.2,62.0,2.81,1.00328194E8
Matilda,matilda (1996),0.0,51.0,5.0,98.0,265.0,8.0,8.0,0.0,1.0,258.0,168963.0,169402.0,10.0,1.0,7.0,33.0,3.27,3.3459416E7
Nerve,nerve (2016),0.0,7.0,19.0,96.0,458.0,20.0,20.0,1.0,8.0,467.0,137951.0,138138.0,10.0,1.0,6.5,4.0,2.63,3.8583626E7
Lifeforce,lifeforce (1985),0.0,56.0,12.0,101.0,2326.0,32.0,32.0,0.0,7.0,353.0,28515.0,28589.0,10.0,1.0,6.1,5.0,2.5,1.1603545E7
Spanking the Monkey,spanking the monkey (1994),0.0,2.0,23.0,100.0,491.0,21.0,21.0,0.0,8.0,124.0,6650.0,6657.0,10.0,1.0,6.3,4.0,3.25,1359736.0
Digimon: The Movie,digimon: the movie (2000),1.0,110.0,3.0,82.0,1762.0,93.0,93.0,1.0,12.0,1438.0,7799.0,0.0,0.0,0.0,0.0,1.0,3.0,9631153.0
Poseidon,poseidon (2006),0.0,212.0,0.0,98.0,75.0,3.0,3.0,0.0,11.0,74.0,108802.0,108893.0,10.0,1.0,5.7,4.0,2.88,6.0674817E7
Pixels,pixels (2015),0.0,77.0,5.0,105.0,11.0,11.0,11.0,0.0,8.0,34.0,154771.0,155038.0,10.0,1.0,5.6,6.0,2.58,7.8747585E7
No Holds Barred,no holds barred (1989),0.0,26.0,9.0,93.0,478.0,27.0,27.0,0.0,7.0,2418.0,6817.0,6831.0,10.0,1.0,4.4,1.0,1.0,1.6093651E7
Punisher: War Zone,punisher: war zone (2008),0.0,20.0,19.0,103.0,817.0,10.0,10.0,0.0,3.0,981.0,66251.0,66325.0,10.0,1.0,5.9,6.0,3.0,8050977.0
Class,class (1983),0.0,1.0,17.0,98.0,1517.0,35.0,35.0,1.0,8.0,793.0,11695.0,11713.0,10.0,1.0,6.0,4.0,3.5,2.1667789E7
Wings of Honneamise,wings of honneamise (ôritsu uchûgun oneamisu no tsubasa) (1987),0.0,593.0,320.0,121.0,1785.0,9.0,9.0,0.0,2.0,2421.0,5609.0,5622.0,10.0,1.0,7.2,2.0,3.75,55572.0
Twilight,twilight (1998),0.0,10.0,47.0,94.0,74.0,6.0,6.0,0.0,2.0,143.0,13853.0,13868.0,10.0,1.0,6.2,3.0,2.33,1.92769854E8
Return to Me,return to me (2000),0.0,4.0,7.0,115.0,267.0,13.0,13.0,0.0,5.0,1204.0,22199.0,22233.0,10.0,1.0,6.9,8.0,3.56,3.2722798E7
Race,race (2016),1.0,0.0,181.0,134.0,2314.0,93.0,93.0,0.0,12.0,120.0,40050.0,0.0,0.0,0.0,0.0,1.0,1.5,1367024.0
Bernie,bernie (1996),0.0,2.0,92.0,87.0,1181.0,8.0,8.0,1.0,4.0,1600.0,3950.0,3957.0,10.0,1.0,7.1,2.0,1.75,9206470.0
Autumn Spring,autumn spring (babí léto) (2001),0.0,2.0,45.0,100.0,2460.0,4.0,4.0,0.0,6.0,2001.0,1833.0,1833.0,10.0,1.0,7.4,1.0,3.5,96269.0
Gozu,gozu (gokudô kyôfu dai-gekijô: gozu) (2003),0.0,609.0,285.0,130.0,2489.0,5.0,5.0,0.0,8.0,235.0,12572.0,12586.0,10.0,1.0,6.9,2.0,4.75,58202.0
Tetro,tetro (2009),0.0,37.0,192.0,127.0,562.0,19.0,19.0,0.0,7.0,19.0,13498.0,13511.0,10.0,1.0,6.8,1.0,4.5,518522.0
At Middleton,at middleton (2013),0.0,3.0,41.0,99.0,259.0,22.0,22.0,0.0,6.0,2705.0,8992.0,9006.0,10.0,1.0,6.5,1.0,1.5,53837.0
Zelary,zelary (2003),0.0,4.0,8.0,150.0,990.0,2.0,2.0,1.0,6.0,2349.0,3700.0,3704.0,10.0,1.0,7.5,1.0,4.0,330033.0
Superman III,superman iii (1983),0.0,17.0,0.0,125.0,264.0,35.0,35.0,0.0,7.0,1894.0,73521.0,73580.0,10.0,1.0,5.0,22.0,2.25,5.9950623E7
Sixteen Candles,sixteen candles (1984),1.0,3.0,1.0,93.0,793.0,93.0,93.0,1.0,12.0,138.0,122930.0,0.0,0.0,0.0,0.0,49.0,3.6,2.3686027E7
My Boyfriend's Back,my boyfriend's back (1993),0.0,1.0,2.0,85.0,979.0,23.0,23.0,0.0,1.0,1179.0,4918.0,4922.0,10.0,1.0,5.4,2.0,1.5,3335984.0
The Fountain,fountain  the (2006),0.0,60.0,0.0,97.0,110.0,3.0,3.0,0.0,4.0,208.0,246181.0,246357.0,10.0,1.0,7.2,14.0,3.5,1.014401E7
My Best Friend's Girl,my best friend's girl (2008),0.0,3.0,19.0,101.0,240.0,10.0,10.0,1.0,6.0,117.0,45764.0,45794.0,10.0,1.0,5.8,3.0,4.0,1.921925E7
Touch,touch (1997),0.0,60.0,7.0,96.0,213.0,14.0,14.0,1.0,9.0,108.0,2656.0,2659.0,10.0,1.0,5.6,1.0,4.0,387069.0
The Luzhin Defence,luzhin defence  the (2000),0.0,4.0,8.0,109.0,499.0,13.0,13.0,0.0,6.0,875.0,4636.0,4641.0,10.0,1.0,6.8,4.0,3.5,1053070.0
The Jacket,jacket  the (2005),0.0,146.0,38.0,103.0,134.0,7.0,7.0,0.0,2.0,1971.0,117836.0,117928.0,10.0,1.0,7.1,8.0,3.0,6303762.0
Thirteen Days,thirteen days (2000),1.0,75.0,9.0,145.0,14.0,93.0,93.0,0.0,12.0,36.0,61678.0,0.0,0.0,0.0,0.0,13.0,3.92,3.4592089E7
Last Life in the Universe,last life in the universe (ruang rak noi nid mahasan) (2003),0.0,4.0,58.0,112.0,2348.0,2.0,2.0,0.0,1.0,1014.0,11463.0,11468.0,10.0,1.0,7.5,3.0,4.17,32014.0
The Man in the Moon,the man in the moon (1991),0.0,4.0,7.0,99.0,837.0,28.0,28.0,0.0,0.0,434.0,17933.0,17956.0,10.0,1.0,7.3,2.0,4.0,2853801.0
Prom Night,prom night (2008),0.0,45.0,54.0,88.0,1102.0,10.0,10.0,1.0,5.0,2647.0,37753.0,37788.0,10.0,1.0,3.9,2.0,0.75,1.4796236E7
Critical Care,critical care (1997),1.0,2.0,29.0,107.0,277.0,93.0,93.0,0.0,12.0,25.0,2241.0,0.0,0.0,0.0,0.0,1.0,2.0,221193.0
Oceans,oceans (océans) (2009),0.0,133.0,2.0,104.0,86.0,18.0,18.0,0.0,5.0,2104.0,9986.0,9988.0,10.0,1.0,7.7,1.0,4.0,1.9422319E7
Escape from New York,escape from new york (1981),0.0,42.0,54.0,99.0,54.0,37.0,37.0,0.0,8.0,29.0,152731.0,153057.0,10.0,1.0,7.1,39.0,3.45,2.5244626E7
Endgame,endgame (2009),0.0,0.0,272.0,109.0,92.0,18.0,18.0,0.0,7.0,652.0,2842.0,2843.0,10.0,1.0,6.2,1.0,3.0,9645.0
About a Boy,about a boy (2002),0.0,5.0,1.0,101.0,59.0,0.0,0.0,0.0,11.0,1067.0,189408.0,189568.0,10.0,1.0,7.1,44.0,3.72,4.1385278E7
Snow Day,snow day (2000),1.0,1.0,4.0,89.0,56.0,93.0,93.0,0.0,12.0,941.0,13372.0,0.0,0.0,0.0,0.0,5.0,2.3,6.0020107E7
Charlie and the Chocolate Factory,charlie and the chocolate factory (2005),0.0,520.0,0.0,115.0,5.0,7.0,7.0,0.0,8.0,13.0,509075.0,510019.0,10.0,1.0,6.7,61.0,3.0,2.06459076E8
Nature Calls,nature calls (2012),0.0,1.0,16.0,79.0,2074.0,15.0,15.0,0.0,0.0,2177.0,2544.0,2547.0,10.0,1.0,4.0,1.0,1.5,646.0
Bad Girls,bad girls (1994),0.0,92.0,3.0,99.0,767.0,21.0,21.0,1.0,5.0,302.0,13292.0,13308.0,10.0,1.0,5.2,8.0,2.5,1.5240435E7
CQ,cq (2001),0.0,0.0,7.0,88.0,491.0,0.0,0.0,0.0,11.0,1519.0,5046.0,5046.0,10.0,1.0,6.2,1.0,3.0,414358.0
Death Race,death race (2008),0.0,42.0,1.0,105.0,53.0,10.0,10.0,0.0,1.0,161.0,216263.0,216420.0,10.0,1.0,6.4,9.0,3.22,3.6316032E7
Away from Her,away from her (2006),0.0,0.0,19.0,110.0,1684.0,1.0,1.0,1.0,11.0,727.0,22867.0,22872.0,10.0,1.0,7.5,4.0,3.63,4571521.0
Fearless,fearless (1993),0.0,0.0,0.0,122.0,23.0,23.0,23.0,0.0,4.0,62.0,24033.0,24075.0,10.0,1.0,7.1,8.0,3.63,6995302.0
Irreversible,irreversible (irréversible) (2002),0.0,39.0,14.0,97.0,794.0,0.0,0.0,1.0,11.0,613.0,143917.0,144169.0,10.0,1.0,7.3,9.0,3.89,792200.0
Enchanted,enchanted (2007),0.0,494.0,2.0,107.0,136.0,1.0,1.0,1.0,4.0,591.0,213762.0,213984.0,10.0,1.0,7.1,17.0,3.68,1.27807262E8
They Call Me Bruce,they call me bruce? (a.k.a. a fistful of chopsticks) (1982),0.0,1.0,163.0,87.0,1637.0,34.0,34.0,0.0,4.0,1762.0,1810.0,1810.0,10.0,1.0,5.6,1.0,3.0,1.6894678E7
Platoon,platoon (1986),0.0,14.0,17.0,120.0,55.0,29.0,29.0,0.0,9.0,12.0,430261.0,430779.0,10.0,1.0,8.1,63.0,3.98,1.38530565E8
Catwalk,catwalk (1996),0.0,6.0,124.0,95.0,1177.0,8.0,8.0,2.0,11.0,1881.0,360.0,361.0,10.0,1.0,7.0,1.0,4.0,28672.0
The Watcher,watcher  the (2000),1.0,23.0,1.0,97.0,277.0,93.0,93.0,0.0,12.0,1483.0,28170.0,0.0,0.0,0.0,0.0,1.0,1.5,2.8946615E7
The Hunger Games,the hunger games (2012),1.0,119.0,19.0,142.0,183.0,93.0,93.0,1.0,12.0,506.0,965995.0,0.0,0.0,0.0,0.0,54.0,3.44,4.08010692E8
I.O.U.S.A.,i.o.u.s.a. (a.k.a. iousa) (2008),0.0,6.0,32.0,85.0,2181.0,10.0,10.0,2.0,4.0,810.0,1931.0,1933.0,10.0,1.0,7.5,1.0,4.0,821046.0
The Proposal,proposal  the (2009),0.0,3.0,2.0,108.0,38.0,19.0,19.0,1.0,7.0,220.0,346670.0,347277.0,10.0,1.0,6.7,16.0,3.5,1.63958031E8
Annihilation,annihilation (2018),0.0,563.0,4.0,115.0,247.0,38.0,38.0,1.0,9.0,855.0,350853.0,351492.0,10.0,1.0,6.8,3.0,3.83,3.2732301E7
Police Academy 4: Citizens on Patrol,police academy 4: citizens on patrol (1987),0.0,12.0,0.0,88.0,204.0,29.0,29.0,0.0,5.0,1592.0,44962.0,45018.0,10.0,1.0,5.0,7.0,2.14,2.8061343E7
The Firm,firm  the (1993),0.0,7.0,4.0,154.0,3.0,23.0,23.0,0.0,7.0,81.0,143767.0,144190.0,10.0,1.0,6.9,101.0,3.53,1.58348367E8
Ace Ventura: Pet Detective,ace ventura: pet detective (1994),0.0,1.0,0.0,86.0,51.0,21.0,21.0,0.0,9.0,203.0,318078.0,318491.0,10.0,1.0,6.9,161.0,3.04,7.2217396E7
Maid in Manhattan,maid in manhattan (2002),0.0,3.0,28.0,105.0,129.0,0.0,0.0,1.0,3.0,129.0,94423.0,94542.0,10.0,1.0,5.4,19.0,2.61,9.4011225E7
Anna Karenina,anna karenina (2012),0.0,0.0,15.0,129.0,189.0,15.0,15.0,1.0,6.0,251.0,104763.0,104878.0,10.0,1.0,6.6,1.0,3.0,1.2816367E7
The House of Yes,house of yes  the (1997),0.0,2.0,6.0,85.0,531.0,14.0,14.0,1.0,0.0,68.0,8456.0,8471.0,10.0,1.0,6.5,4.0,3.5,626057.0
I Don't Know How She Does It,i don't know how she does it (2011),0.0,1.0,22.0,89.0,253.0,17.0,17.0,1.0,6.0,425.0,21013.0,21030.0,10.0,1.0,5.0,1.0,1.5,9662284.0
Grosse Pointe Blank,grosse pointe blank (1997),0.0,140.0,2.0,107.0,24.0,14.0,14.0,0.0,5.0,486.0,98212.0,98305.0,10.0,1.0,7.3,59.0,3.61,2.8084357E7
The Last Castle,last castle  the (2001),0.0,26.0,21.0,131.0,87.0,4.0,4.0,0.0,0.0,955.0,84040.0,84122.0,10.0,1.0,6.9,8.0,2.81,1.824406E7
Son of Rambow,son of rambow (2007),0.0,97.0,49.0,96.0,1064.0,10.0,10.0,0.0,11.0,1092.0,32799.0,32807.0,10.0,1.0,7.0,3.0,4.67,1785505.0
High Heels,high heels (tacones lejanos) (1991),0.0,2.0,6.0,112.0,561.0,28.0,28.0,1.0,3.0,38.0,17057.0,17079.0,10.0,1.0,7.0,1.0,4.5,1710057.0
