title,studio,genres,numVotes,directors,category,primaryName,title_lc,contentRate,rlYr,type,rlMnth,rnTimeMin,gross,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg
Into the Wild,ParV,action|adventure|drama,645803,nm0000576,actor,Emile Hirsch,into the wild (2007),r,2007,movie,10,148,18354356,646567,10,1,8.1,41,3.9
Casino Jack,ATO,comedy|crime,17560,nm0382584,actor,Kevin Spacey,casino jack (2010),r,2011,movie,1,108,1042959,17569,10,1,6.2,2,4.0
The Poseidon Adventure,Fox,action|adventure|drama,48113,nm0623768,actor,Gene Hackman,poseidon adventure  the (1972),pg,1972,movie,12,117,84563118,48153,10,1,7.1,21,3.1
Primary Colors,Uni.,comedy|drama,29786,nm0001566,actor,John Travolta,primary colors (1998),r,1998,movie,3,143,39001187,29798,10,1,6.7,11,3.5
Striptease,Sony,comedy|crime,47346,nm0000921,actress,Demi Moore,striptease (1996),r,1996,movie,6,115,33109743,47398,10,1,4.5,41,2.41
The Loss of Sexual Innocence,Sony,drama|fantasy,3357,nm0001214,actor,Julian Sands,loss of sexual innocence  the (1999),"","","","",106,164022,"","","","",2,2.25
The Holiday,Sony,comedy|romance,305587,nm0583600,actress,Kate Winslet,holiday  the (2006),pg-13,2006,movie,12,136,63224849,306223,10,1,6.9,24,3.21
Focus,ParC,comedy|crime|drama|romance,267153,"nm0275629,nm0720135",actor,Will Smith,focus (2015),r,2015,movie,2,105,645418,267793,10,1,6.6,10,3.25
Sergeant York,WB,drama|war,19423,nm0001328,actor,Gary Cooper,sergeant york (1941),passed,1941,movie,9,134,16361885,19442,10,1,7.7,3,3.83
Alien,Fox,horror|sci-fi,925294,nm0000631,actress,Sigourney Weaver,alien (1979),r,1979,movie,6,117,80931801,926887,10,1,8.5,146,3.97
Last Exit to Brooklyn,Cinc,drama,6745,nm0248942,actress,Jennifer Jason Leigh,last exit to brooklyn (1989),r,1990,movie,5,102,1730005,6759,10,1,6.8,1,4.0
Windtalkers,MGM,action|drama|war,72348,nm0000247,actor,Nicolas Cage,windtalkers (2002),r,2002,movie,6,134,40914068,72458,10,1,6.1,8,2.88
The Ladykillers,BV,comedy|crime,107799,"nm0001053,nm0001054",actor,Tom Hanks,ladykillers  the (2004),r,2004,movie,3,104,39799191,107896,10,1,6.2,14,2.57
Across the Universe,SonR,drama|fantasy|musical|romance,113282,nm0853380,actress,Evan Rachel Wood,across the universe (2007),pg-13,2007,movie,10,133,24602291,113349,10,1,7.3,11,4.05
The Green Inferno,BH Tilt,horror|thriller,47903,nm0744834,actress,Lorenza Izzo,the green inferno (2014),r,2015,movie,9,100,7192291,48001,10,1,5.3,1,3.5
Search Party,FCW,comedy,8188,nm0035905,actor,Adam Pally,search party (2014),r,2016,movie,5,93,4571,8193,10,1,5.6,2,2.25
Underworld: Blood Wars,SGem,action|horror,79631,nm0283816,actress,Kate Beckinsale,underworld: blood wars (2016),r,2017,movie,1,91,30353973,79715,10,1,5.7,1,3.0
Better Than Chocolate,Trim.,comedy|romance,8656,nm0923768,actress,Wendy Crewson,better than chocolate (1999),"","","","",101,2015406,"","","","",1,3.0
Moonlight Mile,BV,drama|romance,14527,nm0797869,actor,Jake Gyllenhaal,moonlight mile (2002),pg-13,2002,movie,10,117,6835856,14539,10,1,6.6,3,3.5
Apollo 13,Uni.,adventure|drama|imax,308552,nm0000165,actor,Tom Hanks,apollo 13 (1995),pg,1995,movie,6,140,173837933,308944,10,1,7.7,201,3.85
Rocky II,UA,action|drama,226110,nm0000230,actor,Sylvester Stallone,rocky ii (1979),pg,1979,movie,6,119,85182160,226554,10,1,7.3,26,3.19
Dead Man,Mira.,drama|mystery|western,101500,nm0000464,actor,Johnny Depp,dead man (1995),"","","","",121,1037847,"","","","",15,3.97
Fido,RAtt.,comedy|horror|thriller,29895,nm0192933,actor,Kesun Loder,fido (2006),r,2007,movie,3,93,304533,29913,10,1,6.7,7,3.29
V/H/S,Magn.,horror|thriller,66864,"nm2366012,nm1410159,nm2419470,nm2301412,nm1137264,nm4761826,nm1846132,nm2318753,nm1488800,nm1417392",actor,Calvin Lee Reeder,v/h/s (2012),r,2012,movie,9,116,100345,67011,10,1,5.8,2,2.75
47 Ronin,Uni.,action|adventure|fantasy,168292,nm0727754,actor,Keanu Reeves,47 ronin (2013),pg-13,2013,movie,12,128,38362475,168439,10,1,6.2,7,2.64
Muppet Treasure Island,BV,adventure|children|comedy|musical,25821,"nm0005008,nm0485298",actor,Tim Curry,muppet treasure island (1996),g,1996,movie,2,99,34327391,25880,10,1,6.9,26,3.33
Paper Towns,Fox,drama|mystery|romance,106718,nm1500577,actor,Nat Wolff,paper towns (2015),pg-13,2015,movie,7,109,32000304,106808,10,1,6.2,2,2.0
Breathe,FM,drama,7703,nm0491259,actress,Joséphine Japy,breathe (2014),not rated,2015,movie,9,91,42297,7717,10,1,7.0,1,1.0
No Mercy,TriS,action|crime|thriller,8190,nm0669004,actor,Richard Gere,no mercy (1986),r,1986,movie,12,106,12303904,8212,10,1,5.7,2,2.0
French Kiss,Fox,action|comedy|romance,52136,nm0001410,actress,Meg Ryan,french kiss (1995),pg-13,1995,movie,5,111,38896854,52193,10,1,6.6,45,3.48
Real Steel,BV,action|drama|sci-fi|imax,347925,nm0506613,actor,Hugh Jackman,real steel (2011),pg-13,2011,movie,10,127,85468508,348380,10,1,7.1,6,3.0
Carnage,Wells,comedy|drama,131236,nm0000591,actress,Jodie Foster,carnage (2011),r,2011,movie,11,80,60158,131345,10,1,7.1,4,4.0
Shooting Fish,FoxS,comedy|romance,7795,nm0777447,actor,Dan Futterman,shooting fish (1997),"","","","",109,375261,"","","","",5,4.1
North Dallas Forty,Par.,comedy|drama,5848,nm0467646,actor,Nick Nolte,north dallas forty (1979),r,1979,movie,8,119,26079312,5854,10,1,6.9,5,3.0
Harlem Nights,Par.,comedy|crime|romance,24203,nm0000552,actor,Eddie Murphy,harlem nights (1989),"","","","",116,60864870,"","","","",3,3.0
Hatchet,Anch.,comedy|horror,32983,nm1697112,actor,Kane Hodder,hatchet (2006),r,2010,movie,4,93,175281,33040,10,1,5.6,1,4.0
Hot Dog... The Movie,MGM,comedy,3740,nm0548533,actor,David Naughton,hot dog... the movie (1984),r,1984,movie,1,96,20307325,3755,10,1,5.0,1,2.0
Forever Young,WB,drama|romance|sci-fi,49292,nm0591171,actor,Mel Gibson,forever young (1992),pg,1992,movie,12,102,55956187,49336,10,1,6.3,27,2.85
Harrison's Flowers,Uni.,drama,6643,nm0159402,actress,Andie MacDowell,harrison's flowers (2000),r,2002,movie,3,130,1871025,6647,10,1,7.0,1,3.0
Lion,Wein.,drama,246292,nm0204628,actor,Dev Patel,lion (2016),pg-13,2017,movie,1,118,51738905,246551,10,1,8.0,1,4.5
Insidious: The Last Key,Uni.,horror|mystery|thriller,69324,nm0733263,actress,Lin Shaye,insidious: the last key (2018),pg-13,2018,movie,1,103,67745330,69568,10,1,5.7,1,3.5
"Roman J. Israel, Esq.",Sony,drama|thriller,41843,nm0319659,actor,Denzel Washington,roman j. israel  esq. (2017),pg-13,2017,movie,11,122,11962778,41973,10,1,6.5,1,1.5
The Good Son,Fox,drama|thriller,44577,nm0747849,actor,Macaulay Culkin,good son  the (1993),r,1993,movie,9,87,44789789,44692,10,1,6.4,1,1.5
The Tigger Movie,BV,animation|children,19978,nm0266255,actor,Jim Cummings,tigger movie  the (2000),"","","","",77,45554533,"","","","",3,3.17
P.S.,NM,comedy|drama|fantasy|romance,6483,nm1071898,actress,Laura Linney,p.s. (2004),r,2005,movie,2,97,180503,6484,10,1,6.1,2,4.25
Something New,Focus,comedy|drama|romance,14307,nm1065402,actress,Sanaa Lathan,something new (2006),pg-13,2006,movie,2,99,11468568,14312,10,1,6.6,1,4.5
Get Out,Uni.,horror,667183,nm1443502,actor,Daniel Kaluuya,get out (2017),r,2017,movie,2,104,176040665,669688,10,1,7.8,15,3.63
Hot Shots!,Fox,action|comedy|romance|war,114271,nm0000720,actor,Charlie Sheen,hot shots! (1991),pg-13,1991,movie,7,84,69467617,114424,10,1,6.7,15,3.13
Shakes the Clown,IRS,comedy,5524,nm0001281,actor,Bobcat Goldthwait,shakes the clown (1992),r,1992,movie,3,87,115103,5527,10,1,5.6,3,2.33
Pitch Black,USA,horror|sci-fi|thriller,249971,nm0878638,actress,Radha Mitchell,pitch black (2000),r,2000,movie,2,109,39240659,250141,10,1,7.0,39,3.56
Pearl Harbor,BV,action|drama|romance|war,346337,nm0000881,actor,Ben Affleck,pearl harbor (2001),pg-13,2001,movie,5,183,198542554,346696,10,1,6.2,43,2.97
K-19: The Widowmaker,Par.,action|adventure|drama|thriller,66222,nm0000941,actor,Harrison Ford,k-19: the widowmaker (2002),pg-13,2002,movie,7,138,35168966,66280,10,1,6.7,6,3.5
The Real McCoy,Uni.,action|crime|drama|thriller,9500,nm0611683,actress,Kim Basinger,real mccoy  the (1993),"","","","",105,6484246,"","","","",1,4.0
Freedom Writers,Par.,drama,83361,nm0481418,actress,Hilary Swank,freedom writers (2007),pg-13,2007,movie,1,123,36605602,83500,10,1,7.6,4,3.75
Bug,LGF,drama|horror|thriller,37197,nm0001243,actress,Ashley Judd,bug (2007),r,2007,movie,5,102,7025810,37260,10,1,6.1,4,2.88
Cradle Will Rock,BV,drama,9452,nm0000209,actor,Hank Azaria,cradle will rock (1999),r,2000,movie,1,132,2903404,9455,10,1,6.8,3,3.17
Vanity Fair,Focus,drama|romance,23310,nm0619762,actress,Reese Witherspoon,vanity fair (2004),pg-13,2004,movie,9,141,16136476,23329,10,1,6.2,3,3.5
Eddie the Eagle,Fox,comedy,98385,nm0002077,actor,Taron Egerton,eddie the eagle (2016),pg-13,2016,movie,2,106,15789389,98528,10,1,7.3,3,2.83
The Fly,Fox,horror|mystery|sci-fi,25060,nm0627087,actor,David Hedison,fly  the (1958),not rated,1958,movie,7,94,40456565,25117,10,1,7.1,13,3.38
Imagine That,Par.,comedy|drama|fantasy,15613,nm0456732,actor,Eddie Murphy,imagine that (2009),pg,2009,movie,6,107,16123323,15616,10,1,5.6,1,4.0
Phantom Thread,Focus,drama|romance,141344,nm0000759,actress,Vicky Krieps,phantom thread (2017),r,2018,movie,1,130,21198205,141598,10,1,7.4,1,3.5
Casper,Uni.,adventure|children,144239,nm0797869,actor,Bill Pullman,casper (1995),pg,1995,movie,5,100,100328194,144734,10,1,6.2,62,2.81
Matilda,Sony,children|comedy|fantasy,168963,nm0000362,actor,Danny DeVito,matilda (1996),pg,1996,movie,8,98,33459416,169402,10,1,7.0,33,3.27
Nerve,LGF,drama|thriller,137951,"nm1160962,nm1413364",actress,Emma Roberts,nerve (2016),pg-13,2016,movie,7,96,38583626,138138,10,1,6.5,4,2.63
Lifeforce,TriS,horror|sci-fi,28515,nm0001361,actor,Steve Railsback,lifeforce (1985),r,1985,movie,6,101,11603545,28589,10,1,6.1,5,2.5
Spanking the Monkey,FL,comedy|drama,6650,nm0751102,actor,Jeremy Davies,spanking the monkey (1994),unrated,1994,movie,7,100,1359736,6657,10,1,6.3,4,3.25
Digimon: The Movie,Fox,adventure|animation|children,7799,"nm0118176,nm0396074,nm0632383,nm0945674",actress,Lara Jill Miller,digimon: the movie (2000),"","","","",82,9631153,"","","","",1,3.0
Poseidon,WB,action|adventure|thriller|imax,108802,nm0000583,actor,Richard Dreyfuss,poseidon (2006),pg-13,2006,movie,5,98,60674817,108893,10,1,5.7,4,2.88
Pixels,Sony,action|comedy|sci-fi,154771,nm0001060,actor,Adam Sandler,pixels (2015),pg-13,2015,movie,7,105,78747585,155038,10,1,5.6,6,2.58
No Holds Barred,NL,action,6817,nm0942869,actor,Hulk Hogan,no holds barred (1989),pg-13,1989,movie,6,93,16093651,6831,10,1,4.4,1,1.0
Punisher: War Zone,LGF,action|crime|drama|thriller,66251,nm0591994,actor,Ray Stevenson,punisher: war zone (2008),r,2008,movie,12,103,8050977,66325,10,1,5.9,6,3.0
Class,Orion,comedy,11695,nm0137573,actress,Jacqueline Bisset,class (1983),r,1983,movie,7,98,21667789,11713,10,1,6.0,4,3.5
Wings of Honneamise,Tara,animation|drama|sci-fi|war,5609,nm0945293,actor,Leo Morimoto,wings of honneamise (ôritsu uchûgun oneamisu no tsubasa) (1987),unrated,1995,movie,3,121,55572,5622,10,1,7.2,2,3.75
Twilight,Sum.,crime|drama|thriller,13853,nm0000914,actor,Paul Newman,twilight (1998),r,1998,movie,3,94,192769854,13868,10,1,6.2,3,2.33
Return to Me,MGM,drama|romance,22199,nm0001372,actor,David Duchovny,return to me (2000),pg,2000,movie,4,115,32722798,22233,10,1,6.9,8,3.56
Race,UTV,drama,40050,nm0394280,actor,Stephan James,race (2016),"","","","",134,1367024,"","","","",1,1.5
Bernie,MNE,comedy|drama,3950,nm0243355,actress,Claude Perron,bernie (1996),"",1996,movie,11,87,9206470,3957,10,1,7.1,2,1.75
Autumn Spring,First,comedy|drama,1833,nm0584630,actor,Vlastimil Brodský,autumn spring (babí léto) (2001),pg-13,2001,movie,9,100,96269,1833,10,1,7.4,1,3.5
Gozu,Path.,comedy|crime|drama|horror|mystery,12572,nm0586281,actor,Yûta Sone,gozu (gokudô kyôfu dai-gekijô: gozu) (2003),r,2004,movie,7,130,58202,12586,10,1,6.9,2,4.75
Tetro,AZoe.,drama|mystery,13498,nm0000338,actor,Vincent Gallo,tetro (2009),r,2009,movie,6,127,518522,13511,10,1,6.8,1,4.5
At Middleton,Anch.,comedy|romance,8992,nm2666268,actor,Andy Garcia,at middleton (2013),r,2013,movie,9,99,53837,9006,10,1,6.5,1,1.5
Zelary,SPC,drama|romance,3700,nm0873400,actress,Anna Geislerová,zelary (2003),r,2003,movie,9,150,330033,3704,10,1,7.5,1,4.0
Superman III,WB,action|adventure|sci-fi,73521,nm0504513,actor,Christopher Reeve,superman iii (1983),pg,1983,movie,6,125,59950623,73580,10,1,5.0,22,2.25
Sixteen Candles,Uni.,comedy|romance,122930,nm0000455,actress,Molly Ringwald,sixteen candles (1984),"","","","",93,23686027,"","","","",49,3.6
My Boyfriend's Back,BV,comedy,4918,nm0000837,actor,Andrew Lowery,my boyfriend's back (1993),pg-13,1993,movie,8,85,3335984,4922,10,1,5.4,2,1.5
The Fountain,WB,drama|fantasy|romance,246181,nm0004716,actor,Hugh Jackman,fountain  the (2006),pg-13,2006,movie,11,97,10144010,246357,10,1,7.2,14,3.5
My Best Friend's Girl,LGF,comedy|romance,45764,nm0222043,actress,Kate Hudson,my best friend's girl (2008),r,2008,movie,9,101,19219250,45794,10,1,5.8,3,4.0
Touch,MGM,drama|fantasy|romance,2656,nm0001707,actress,Bridget Fonda,touch (1997),r,1997,movie,2,96,387069,2659,10,1,5.6,1,4.0
The Luzhin Defence,SPC,drama|romance,4636,nm0331296,actor,John Turturro,luzhin defence  the (2000),pg-13,2000,movie,9,109,1053070,4641,10,1,6.8,4,3.5
The Jacket,WIP,drama|mystery|sci-fi|thriller,117836,nm0562266,actor,Adrien Brody,jacket  the (2005),r,2005,movie,3,103,6303762,117928,10,1,7.1,8,3.0
Thirteen Days,NL,drama|thriller|war,61678,nm0002044,actor,Kevin Costner,thirteen days (2000),"","","","",145,34592089,"","","","",13,3.92
Last Life in the Universe,Palm,drama|romance,11463,nm0711579,actor,Tadanobu Asano,last life in the universe (ruang rak noi nid mahasan) (2003),r,2003,movie,8,112,32014,11468,10,1,7.5,3,4.17
The Man in the Moon,MGM,drama|romance,17933,nm0612322,actor,Sam Waterston,the man in the moon (1991),pg-13,1991,movie,10,99,2853801,17956,10,1,7.3,2,4.0
Prom Night,Emb,horror|mystery|thriller,37753,nm1879589,actress,Brittany Snow,prom night (2008),pg-13,2008,movie,4,88,14796236,37788,10,1,3.9,2,0.75
Critical Care,Art.,comedy|drama,2241,nm0001486,actor,James Spader,critical care (1997),"","","","",107,221193,"","","","",1,2.0
Oceans,BV,documentary|drama,9986,"nm0674742,nm0167384",actor,Pierce Brosnan,oceans (océans) (2009),g,2010,movie,4,104,19422319,9988,10,1,7.7,1,4.0
Escape from New York,Emb,action|adventure|sci-fi|thriller,152731,nm0000118,actor,Kurt Russell,escape from new york (1981),r,1981,movie,7,99,25244626,153057,10,1,7.1,39,3.45
Endgame,Mont.,drama,2842,nm0871428,actor,William Hurt,endgame (2009),pg-13,2010,movie,6,109,9645,2843,10,1,6.2,1,3.0
About a Boy,Uni.,comedy|drama|romance,189408,"nm0919363,nm0919369",actor,Hugh Grant,about a boy (2002),pg-13,2002,movie,5,101,41385278,189568,10,1,7.1,44,3.72
Snow Day,Par.,comedy,13372,nm0462277,actor,Chevy Chase,snow day (2000),"","","","",89,60020107,"","","","",5,2.3
Charlie and the Chocolate Factory,WB,adventure|children|comedy|fantasy|imax,509075,nm0000318,actor,Johnny Depp,charlie and the chocolate factory (2005),pg,2005,movie,7,115,206459076,510019,10,1,6.7,61,3.0
Nature Calls,Magn.,comedy,2544,nm0737442,actor,Patton Oswalt,nature calls (2012),r,2012,movie,10,79,646,2547,10,1,4.0,1,1.5
Bad Girls,Fox,western,13292,nm0438279,actress,Madeleine Stowe,bad girls (1994),r,1994,movie,4,99,15240435,13308,10,1,5.2,8,2.5
CQ,MGM,drama,5046,nm0178910,actor,Jeremy Davies,cq (2001),r,2002,movie,5,88,414358,5046,10,1,6.2,1,3.0
Death Race,Uni.,action|adventure|sci-fi|thriller,216263,nm0027271,actor,Jason Statham,death race (2008),r,2008,movie,8,105,36316032,216420,10,1,6.4,9,3.22
Away from Her,LGF,drama,22867,nm0001631,actress,Julie Christie,away from her (2006),pg-13,2007,movie,5,110,4571521,22872,10,1,7.5,4,3.63
Fearless,WB,drama,24033,nm0001837,actor,Jeff Bridges,fearless (1993),r,1993,movie,11,122,6995302,24075,10,1,7.1,8,3.63
Irreversible,Lions,crime|drama|mystery|thriller,143917,nm0637615,actress,Monica Bellucci,irreversible (irréversible) (2002),not rated,2002,movie,5,97,792200,144169,10,1,7.3,9,3.89
Enchanted,BV,adventure|animation|children|comedy|fantasy|musical|romance,213762,nm0510674,actress,Amy Adams,enchanted (2007),pg,2007,movie,11,107,127807262,213984,10,1,7.1,17,3.68
They Call Me Bruce,FVI,comedy,1810,nm0393212,actor,Johnny Yune,they call me bruce? (a.k.a. a fistful of chopsticks) (1982),pg,1982,movie,11,87,16894678,1810,10,1,5.6,1,3.0
Platoon,Orion,drama|war,430261,nm0000231,actor,Charlie Sheen,platoon (1986),r,1987,movie,2,120,138530565,430779,10,1,8.1,63,3.98
Catwalk,Arro.,documentary,360,nm0494889,self,Christy Turlington,catwalk (1996),"",1996,movie,5,95,28672,361,10,1,7.0,1,4.0
The Watcher,Uni.,crime|thriller,28170,nm0152741,actor,James Spader,watcher  the (2000),"","","","",97,28946615,"","","","",1,1.5
The Hunger Games,LGF,action|adventure|drama|sci-fi|thriller,965995,nm0002657,actress,Jennifer Lawrence,the hunger games (2012),"","","","",142,408010692,"","","","",54,3.44
I.O.U.S.A.,RAtt.,documentary,1931,nm0187091,self,Robert Bixby,i.o.u.s.a. (a.k.a. iousa) (2008),pg,2008,movie,11,85,821046,1933,10,1,7.5,1,4.0
The Proposal,BV,comedy|romance,346670,nm0281945,actress,Sandra Bullock,proposal  the (2009),pg-13,2009,movie,6,108,163958031,347277,10,1,6.7,16,3.5
Annihilation,Par.,adventure|mystery|sci-fi|thriller,350853,nm0307497,actress,Natalie Portman,annihilation (2018),r,2018,movie,2,115,32732301,351492,10,1,6.8,3,3.83
Police Academy 4: Citizens on Patrol,WB,comedy|crime,44962,nm0236930,actor,Steve Guttenberg,police academy 4: citizens on patrol (1987),pg,1987,movie,4,88,28061343,45018,10,1,5.0,7,2.14
The Firm,Par.,drama|thriller,143767,nm0001628,actor,Tom Cruise,firm  the (1993),r,1993,movie,6,154,158348367,144190,10,1,6.9,101,3.53
Ace Ventura: Pet Detective,WB,comedy,318078,nm0001723,actor,Jim Carrey,ace ventura: pet detective (1994),pg-13,1994,movie,2,86,72217396,318491,10,1,6.9,161,3.04
Maid in Manhattan,SonR,comedy|romance,94423,nm0911061,actress,Jennifer Lopez,maid in manhattan (2002),pg-13,2002,movie,12,105,94011225,94542,10,1,5.4,19,2.61
Anna Karenina,Focus,drama,104763,nm0942504,actress,Keira Knightley,anna karenina (2012),r,2012,movie,9,129,12816367,104878,10,1,6.6,1,3.0
The House of Yes,Mira.,comedy|drama,8456,nm0914132,actress,Parker Posey,house of yes  the (1997),r,1997,movie,10,85,626057,8471,10,1,6.5,4,3.5
I Don't Know How She Does It,Wein.,comedy,21013,nm0569790,actress,Sarah Jessica Parker,i don't know how she does it (2011),pg-13,2011,movie,9,89,9662284,21030,10,1,5.0,1,1.5
Grosse Pointe Blank,BV,comedy|crime|romance,98212,nm0000786,actor,John Cusack,grosse pointe blank (1997),r,1997,movie,4,107,28084357,98305,10,1,7.3,59,3.61
The Last Castle,DW,action,84040,nm0527109,actor,Robert Redford,last castle  the (2001),r,2001,movie,10,131,18244060,84122,10,1,6.9,8,2.81
Son of Rambow,ParV,children|comedy|drama,32799,nm1134029,actor,Bill Milner,son of rambow (2007),pg-13,2008,movie,5,96,1785505,32807,10,1,7.0,3,4.67
High Heels,Mira.,comedy|drama,17057,nm0000264,actress,Victoria Abril,high heels (tacones lejanos) (1991),r,1991,movie,12,112,1710057,17079,10,1,7.0,1,4.5
G.I. Jane,BV,action|drama,85332,nm0000631,actress,Demi Moore,g.i. jane (1997),r,1997,movie,8,125,48169156,85423,10,1,6.0,22,2.8
Dark Shadows,WB,comedy|horror|imax,276658,nm0000318,actor,Johnny Depp,dark shadows (2012),pg-13,2012,movie,5,113,79727149,276956,10,1,6.2,6,2.5
D.O.A.,BV,drama|film-noir|mystery,12719,nm0005789,actor,Edmond O'Brien,d.o.a. (1950),approved,1950,movie,4,83,12706478,12749,10,1,7.2,1,2.5
The Brand New Testament,MBox,(no genres listed),34246,nm0233757,actress,Pili Groyne,the brand new testament (2015),not rated,2015,movie,9,114,127910,34298,10,1,7.1,2,4.0
Hard Target,Uni.,action|adventure|crime|thriller,54861,nm0000247,actor,Jean-Claude Van Damme,hard target (1993),"","","","",97,32589677,"","","","",10,2.9
Poltergeist,MGM,horror|thriller,175862,nm0001361,actress,JoBeth Williams,poltergeist (1982),pg,1982,movie,6,114,76606280,176413,10,1,7.3,47,3.43
Mortal Kombat: Annihilation,NL,action|adventure|fantasy,57315,nm0502954,actor,Robin Shou,mortal kombat: annihilation (1997),"","","","",95,35927406,"","","","",7,1.93
Fruitvale Station,Wein.,drama,84769,nm3363032,actor,Michael B. Jordan,fruitvale station (2013),r,2013,movie,7,85,16101339,84827,10,1,7.5,2,4.0
The Land Before Time,Uni.,adventure|animation|children|fantasy,95994,nm0089940,actor,Pat Hingle,land before time  the (1988),"","","","",69,48092846,"","","","",9,3.33
The Thin Blue Line,Mira.,documentary,25470,nm0001554,self,Randall Adams,thin blue line  the (1988),not rated,1988,movie,8,101,1209846,25498,10,1,8.0,11,4.0
Chinese Box,Trim.,drama|romance,3548,nm0911061,actor,Jeremy Irons,chinese box (1997),r,1998,movie,4,99,2178160,3550,10,1,6.2,2,3.25
Baran,Mira.,adventure|drama|romance,8815,nm0006498,actor,Hossein Abedini,baran (2001),"","","","",94,125900,"","","","",1,3.5
